match_id,batsman,over,total_runs
1,A Choudhary,20,6
1,BCJ Cutting,19,1
1,BCJ Cutting,20,15
1,CH Gayle,1,1
1,CH Gayle,2,1
1,CH Gayle,3,11
1,CH Gayle,4,10
1,CH Gayle,5,5
1,CH Gayle,7,6
1,DA Warner,1,6
1,DA Warner,2,11
1,DJ Hooda,16,2
1,DJ Hooda,17,2
1,DJ Hooda,18,10
1,DJ Hooda,19,1
1,DJ Hooda,20,1
1,KM Jadhav,7,0
1,KM Jadhav,8,5
1,KM Jadhav,9,9
1,KM Jadhav,10,7
1,KM Jadhav,11,11
1,KM Jadhav,12,2
1,MC Henriques,2,4
1,MC Henriques,3,4
1,MC Henriques,4,2
1,MC Henriques,5,7
1,MC Henriques,7,2
1,MC Henriques,8,8
1,MC Henriques,9,5
1,MC Henriques,10,2
1,MC Henriques,11,2
1,MC Henriques,12,2
1,MC Henriques,14,2
1,MC Henriques,15,12
1,MC Henriques,16,0
1,Mandeep Singh,1,10
1,Mandeep Singh,2,0
1,Mandeep Singh,3,5
1,Mandeep Singh,4,5
1,Mandeep Singh,6,4
1,S Aravind,17,0
1,S Aravind,18,0
1,S Dhawan,1,1
1,S Dhawan,2,1
1,S Dhawan,3,2
1,S Dhawan,4,2
1,S Dhawan,5,2
1,S Dhawan,6,17
1,S Dhawan,7,3
1,S Dhawan,8,3
1,S Dhawan,9,4
1,S Dhawan,10,2
1,S Dhawan,11,4
1,SR Watson,12,1
1,SR Watson,13,3
1,SR Watson,14,2
1,SR Watson,15,7
1,SR Watson,16,5
1,SR Watson,17,2
1,SR Watson,18,2
1,STR Binny,14,1
1,STR Binny,15,2
1,STR Binny,16,7
1,STR Binny,17,1
1,Sachin Baby,14,1
1,TM Head,6,2
1,TM Head,7,1
1,TM Head,8,8
1,TM Head,9,2
1,TM Head,10,6
1,TM Head,11,2
1,TM Head,12,4
1,TM Head,13,5
1,TS Mills,19,7
1,YS Chahal,18,0
1,YS Chahal,19,2
1,YS Chahal,20,1
1,Yuvraj Singh,11,4
1,Yuvraj Singh,12,6
1,Yuvraj Singh,13,18
1,Yuvraj Singh,14,6
1,Yuvraj Singh,15,7
1,Yuvraj Singh,16,2
1,Yuvraj Singh,17,5
1,Yuvraj Singh,18,7
1,Yuvraj Singh,19,10
2,AM Rahane,1,2
2,AM Rahane,2,14
2,AM Rahane,3,11
2,AM Rahane,4,1
2,AM Rahane,5,2
2,AM Rahane,6,11
2,AM Rahane,7,2
2,AM Rahane,8,1
2,AM Rahane,9,8
2,AM Rahane,10,8
2,AM Rahane,11,0
2,AT Rayudu,7,1
2,AT Rayudu,8,2
2,AT Rayudu,9,2
2,AT Rayudu,10,4
2,AT Rayudu,11,2
2,AT Rayudu,12,0
2,BA Stokes,11,3
2,BA Stokes,12,6
2,BA Stokes,14,3
2,BA Stokes,15,6
2,BA Stokes,16,4
2,HH Pandya,16,1
2,HH Pandya,17,2
2,HH Pandya,18,3
2,HH Pandya,19,2
2,HH Pandya,20,30
2,JC Buttler,1,5
2,JC Buttler,2,8
2,JC Buttler,4,12
2,JC Buttler,5,1
2,JC Buttler,6,12
2,JC Buttler,7,0
2,KA Pollard,14,2
2,KA Pollard,15,6
2,KA Pollard,16,6
2,KA Pollard,17,8
2,KA Pollard,18,5
2,KA Pollard,19,0
2,KH Pandya,12,2
2,KH Pandya,13,3
2,KH Pandya,14,0
2,MA Agarwal,1,6
2,MA Agarwal,2,1
2,MA Agarwal,3,1
2,MA Agarwal,4,0
2,MS Dhoni,16,1
2,MS Dhoni,17,1
2,MS Dhoni,18,2
2,MS Dhoni,19,6
2,MS Dhoni,20,2
2,N Rana,7,1
2,N Rana,8,1
2,N Rana,9,8
2,N Rana,10,2
2,N Rana,11,8
2,N Rana,12,1
2,N Rana,13,8
2,N Rana,14,3
2,N Rana,15,3
2,N Rana,16,0
2,PA Patel,1,6
2,PA Patel,3,9
2,PA Patel,4,1
2,PA Patel,5,4
2,RG Sharma,5,2
2,RG Sharma,6,1
2,RG Sharma,7,0
2,SPD Smith,4,3
2,SPD Smith,5,2
2,SPD Smith,6,5
2,SPD Smith,7,2
2,SPD Smith,8,9
2,SPD Smith,9,1
2,SPD Smith,10,3
2,SPD Smith,11,1
2,SPD Smith,12,2
2,SPD Smith,13,9
2,SPD Smith,14,12
2,SPD Smith,15,4
2,SPD Smith,16,4
2,SPD Smith,17,9
2,SPD Smith,18,5
2,SPD Smith,19,1
2,SPD Smith,20,13
2,TG Southee,19,7
3,AJ Finch,9,2
3,AJ Finch,10,13
3,AJ Finch,11,0
3,BB McCullum,2,2
3,BB McCullum,3,5
3,BB McCullum,4,6
3,BB McCullum,5,10
3,BB McCullum,7,11
3,BB McCullum,8,2
3,BB McCullum,9,0
3,CA Lynn,1,5
3,CA Lynn,2,7
3,CA Lynn,3,12
3,CA Lynn,4,4
3,CA Lynn,5,1
3,CA Lynn,7,23
3,CA Lynn,8,2
3,CA Lynn,9,5
3,CA Lynn,10,3
3,CA Lynn,12,7
3,CA Lynn,13,3
3,CA Lynn,14,8
3,CA Lynn,15,22
3,G Gambhir,1,2
3,G Gambhir,2,6
3,G Gambhir,3,5
3,G Gambhir,4,5
3,G Gambhir,5,6
3,G Gambhir,6,20
3,G Gambhir,8,5
3,G Gambhir,9,1
3,G Gambhir,10,4
3,G Gambhir,11,15
3,G Gambhir,12,9
3,G Gambhir,13,3
3,G Gambhir,14,1
3,JJ Roy,1,8
3,JJ Roy,2,6
3,JJ Roy,3,1
3,JJ Roy,4,0
3,KD Karthik,11,1
3,KD Karthik,12,1
3,KD Karthik,13,5
3,KD Karthik,14,1
3,KD Karthik,15,6
3,KD Karthik,16,1
3,KD Karthik,17,8
3,KD Karthik,18,5
3,KD Karthik,19,11
3,KD Karthik,20,9
3,SK Raina,4,1
3,SK Raina,5,1
3,SK Raina,6,12
3,SK Raina,7,1
3,SK Raina,8,6
3,SK Raina,9,2
3,SK Raina,10,2
3,SK Raina,11,3
3,SK Raina,12,6
3,SK Raina,13,2
3,SK Raina,14,6
3,SK Raina,15,3
3,SK Raina,16,4
3,SK Raina,17,3
3,SK Raina,18,7
3,SK Raina,19,5
3,SK Raina,20,5
4,AM Rahane,1,1
4,AM Rahane,2,1
4,AM Rahane,3,2
4,AM Rahane,4,12
4,AM Rahane,5,2
4,AM Rahane,6,1
4,AM Rahane,7,0
4,AR Patel,6,6
4,AR Patel,7,2
4,AR Patel,8,2
4,AR Patel,9,2
4,AR Patel,10,4
4,AR Patel,11,11
4,AR Patel,12,0
4,BA Stokes,8,3
4,BA Stokes,9,2
4,BA Stokes,10,8
4,BA Stokes,11,5
4,BA Stokes,12,2
4,BA Stokes,13,3
4,BA Stokes,14,12
4,BA Stokes,15,2
4,BA Stokes,16,10
4,BA Stokes,17,3
4,BA Stokes,18,3
4,DA Miller,12,1
4,DA Miller,13,2
4,DA Miller,14,7
4,DA Miller,15,1
4,DA Miller,16,2
4,DA Miller,17,1
4,DA Miller,18,11
4,DA Miller,19,5
4,DT Christian,18,1
4,DT Christian,19,2
4,DT Christian,20,14
4,GJ Maxwell,12,2
4,GJ Maxwell,13,13
4,GJ Maxwell,14,6
4,GJ Maxwell,15,11
4,GJ Maxwell,16,13
4,GJ Maxwell,17,1
4,GJ Maxwell,18,1
4,GJ Maxwell,19,2
4,HM Amla,1,5
4,HM Amla,2,5
4,HM Amla,3,1
4,HM Amla,4,6
4,HM Amla,5,1
4,HM Amla,6,2
4,HM Amla,7,1
4,HM Amla,8,1
4,HM Amla,9,2
4,HM Amla,10,3
4,HM Amla,11,1
4,M Vohra,1,1
4,M Vohra,2,8
4,M Vohra,3,7
4,MA Agarwal,1,0
4,MK Tiwary,12,2
4,MK Tiwary,13,6
4,MK Tiwary,14,2
4,MK Tiwary,15,8
4,MK Tiwary,16,5
4,MK Tiwary,17,2
4,MK Tiwary,18,1
4,MK Tiwary,19,12
4,MK Tiwary,20,2
4,MS Dhoni,9,2
4,MS Dhoni,10,2
4,MS Dhoni,11,3
4,MS Dhoni,12,0
4,SPD Smith,1,0
4,SPD Smith,2,1
4,SPD Smith,3,2
4,SPD Smith,4,1
4,SPD Smith,5,10
4,SPD Smith,6,2
4,SPD Smith,7,7
4,SPD Smith,8,3
4,SPD Smith,9,1
4,WP Saha,4,5
4,WP Saha,5,9
4,WP Saha,6,0
5,A Mishra,17,1
5,A Mishra,18,4
5,A Mishra,19,1
5,A Mishra,20,2
5,AP Tare,1,2
5,AP Tare,2,2
5,AP Tare,3,8
5,AP Tare,4,7
5,AP Tare,5,0
5,CH Gayle,1,1
5,CH Gayle,2,4
5,CH Gayle,3,2
5,CH Gayle,4,0
5,CH Morris,11,1
5,CH Morris,12,2
5,CH Morris,13,1
5,CR Brathwaite,14,1
5,CR Brathwaite,15,0
5,Iqbal Abdulla,18,1
5,Iqbal Abdulla,19,3
5,Iqbal Abdulla,20,1
5,KK Nair,5,4
5,KK Nair,6,0
5,KM Jadhav,6,0
5,KM Jadhav,7,2
5,KM Jadhav,8,7
5,KM Jadhav,9,1
5,KM Jadhav,10,2
5,KM Jadhav,11,2
5,KM Jadhav,12,2
5,KM Jadhav,13,24
5,KM Jadhav,14,13
5,KM Jadhav,15,6
5,KM Jadhav,16,11
5,KM Jadhav,17,1
5,Mandeep Singh,4,4
5,Mandeep Singh,5,0
5,Mandeep Singh,6,8
5,P Negi,18,1
5,P Negi,19,3
5,P Negi,20,6
5,PJ Cummins,15,0
5,PJ Cummins,16,2
5,PJ Cummins,17,4
5,RR Pant,8,9
5,RR Pant,9,4
5,RR Pant,10,8
5,RR Pant,11,1
5,RR Pant,12,7
5,RR Pant,13,12
5,RR Pant,14,4
5,RR Pant,15,1
5,RR Pant,16,6
5,RR Pant,17,0
5,RR Pant,18,7
5,RR Pant,19,1
5,RR Pant,20,0
5,S Nadeem,20,0
5,SR Watson,1,9
5,SR Watson,2,5
5,SR Watson,3,5
5,SR Watson,5,2
5,SR Watson,6,1
5,SR Watson,7,2
5,SR Watson,8,1
5,SR Watson,9,1
5,STR Binny,9,0
5,STR Binny,10,4
5,STR Binny,11,3
5,STR Binny,12,6
5,STR Binny,14,3
5,STR Binny,15,1
5,SV Samson,6,4
5,SV Samson,7,2
5,SV Samson,8,2
5,SV Samson,9,1
5,SV Samson,10,1
5,SV Samson,11,4
5,SW Billings,1,7
5,SW Billings,2,2
5,SW Billings,4,4
5,SW Billings,5,1
5,SW Billings,6,2
5,SW Billings,7,8
5,SW Billings,8,1
5,TS Mills,20,0
5,Vishnu Vinod,16,2
5,Vishnu Vinod,17,7
5,Z Khan,20,1
6,AJ Finch,6,2
6,AJ Finch,7,2
6,BB McCullum,1,1
6,BB McCullum,2,1
6,BB McCullum,3,1
6,BB McCullum,4,1
6,BB McCullum,5,2
6,Basil Thampi,18,1
6,Basil Thampi,19,11
6,Basil Thampi,20,2
6,DA Warner,1,2
6,DA Warner,2,7
6,DA Warner,3,14
6,DA Warner,5,8
6,DA Warner,6,1
6,DA Warner,8,3
6,DA Warner,9,2
6,DA Warner,10,12
6,DA Warner,11,1
6,DA Warner,12,7
6,DA Warner,13,9
6,DA Warner,14,4
6,DA Warner,15,2
6,DA Warner,16,6
6,DR Smith,10,1
6,DR Smith,11,6
6,DR Smith,12,3
6,DR Smith,13,10
6,DR Smith,14,7
6,DR Smith,15,3
6,DR Smith,16,6
6,DR Smith,17,1
6,DS Kulkarni,18,1
6,JJ Roy,1,2
6,JJ Roy,2,9
6,JJ Roy,3,11
6,JJ Roy,4,6
6,JJ Roy,5,1
6,JJ Roy,6,2
6,KD Karthik,7,2
6,KD Karthik,8,7
6,KD Karthik,9,2
6,KD Karthik,10,2
6,KD Karthik,11,2
6,KD Karthik,12,4
6,KD Karthik,13,2
6,KD Karthik,14,2
6,KD Karthik,15,3
6,KD Karthik,16,2
6,KD Karthik,17,2
6,KD Karthik,18,0
6,MC Henriques,4,8
6,MC Henriques,6,10
6,MC Henriques,7,8
6,MC Henriques,8,2
6,MC Henriques,9,2
6,MC Henriques,10,1
6,MC Henriques,11,11
6,MC Henriques,12,1
6,MC Henriques,13,2
6,MC Henriques,14,2
6,MC Henriques,15,3
6,MC Henriques,16,3
6,P Kumar,18,2
6,P Kumar,19,2
6,P Kumar,20,3
6,S Dhawan,1,1
6,S Dhawan,2,1
6,S Dhawan,3,7
6,S Dhawan,4,0
6,SK Raina,5,0
6,SK Raina,6,1
6,SK Raina,7,2
6,SK Raina,8,1
6,SK Raina,9,1
7,CA Lynn,1,8
7,CA Lynn,2,5
7,CA Lynn,3,4
7,CA Lynn,4,8
7,CA Lynn,5,0
7,CA Lynn,6,9
7,CA Lynn,7,2
7,CA Lynn,8,2
7,CR Woakes,17,3
7,CR Woakes,18,6
7,CR Woakes,19,0
7,G Gambhir,1,2
7,G Gambhir,2,4
7,G Gambhir,3,11
7,G Gambhir,4,2
7,G Gambhir,5,0
7,HH Pandya,17,5
7,HH Pandya,18,7
7,HH Pandya,19,7
7,HH Pandya,20,12
7,Harbhajan Singh,19,1
7,JC Buttler,1,4
7,JC Buttler,2,2
7,JC Buttler,3,2
7,JC Buttler,4,11
7,JC Buttler,5,0
7,JC Buttler,6,2
7,JC Buttler,7,9
7,JC Buttler,8,2
7,JC Buttler,9,0
7,KA Pollard,13,8
7,KA Pollard,14,2
7,KA Pollard,15,5
7,KA Pollard,16,2
7,KA Pollard,17,0
7,KH Pandya,10,0
7,KH Pandya,11,8
7,KH Pandya,12,3
7,KH Pandya,13,0
7,MK Pandey,6,2
7,MK Pandey,7,4
7,MK Pandey,9,2
7,MK Pandey,10,5
7,MK Pandey,11,2
7,MK Pandey,12,6
7,MK Pandey,13,6
7,MK Pandey,14,7
7,MK Pandey,15,1
7,MK Pandey,16,12
7,MK Pandey,17,2
7,MK Pandey,18,2
7,MK Pandey,19,10
7,MK Pandey,20,23
7,N Rana,8,5
7,N Rana,9,0
7,N Rana,10,1
7,N Rana,11,1
7,N Rana,12,11
7,N Rana,14,1
7,N Rana,15,2
7,N Rana,16,2
7,N Rana,17,6
7,N Rana,18,12
7,N Rana,19,11
7,PA Patel,1,5
7,PA Patel,2,4
7,PA Patel,3,8
7,PA Patel,4,1
7,PA Patel,5,7
7,PA Patel,6,3
7,PA Patel,7,0
7,PA Patel,8,6
7,RG Sharma,9,1
7,RG Sharma,10,1
7,RV Uthappa,5,4
7,SA Yadav,12,1
7,SA Yadav,13,3
7,SA Yadav,14,2
7,SA Yadav,15,9
7,SA Yadav,16,2
7,SA Yadav,17,0
7,SP Narine,19,1
7,SP Narine,20,0
7,YK Pathan,8,0
7,YK Pathan,9,3
7,YK Pathan,10,2
7,YK Pathan,11,1
7,YK Pathan,12,0
8,AB de Villiers,2,4
8,AB de Villiers,3,6
8,AB de Villiers,4,1
8,AB de Villiers,5,2
8,AB de Villiers,6,1
8,AB de Villiers,7,5
8,AB de Villiers,9,2
8,AB de Villiers,10,4
8,AB de Villiers,11,2
8,AB de Villiers,12,3
8,AB de Villiers,13,1
8,AB de Villiers,14,1
8,AB de Villiers,15,0
8,AB de Villiers,16,7
8,AB de Villiers,17,14
8,AB de Villiers,18,8
8,AB de Villiers,19,18
8,AB de Villiers,20,13
8,AR Patel,7,1
8,AR Patel,8,8
8,AR Patel,9,0
8,GJ Maxwell,9,1
8,GJ Maxwell,10,11
8,GJ Maxwell,11,2
8,GJ Maxwell,12,6
8,GJ Maxwell,13,6
8,GJ Maxwell,14,14
8,GJ Maxwell,15,6
8,HM Amla,1,5
8,HM Amla,2,7
8,HM Amla,3,2
8,HM Amla,4,1
8,HM Amla,5,5
8,HM Amla,6,7
8,HM Amla,7,4
8,HM Amla,8,3
8,HM Amla,9,6
8,HM Amla,10,1
8,HM Amla,11,8
8,HM Amla,12,6
8,HM Amla,13,2
8,HM Amla,14,2
8,HM Amla,15,1
8,KM Jadhav,4,0
8,KM Jadhav,5,1
8,M Vohra,1,1
8,M Vohra,2,1
8,M Vohra,3,10
8,M Vohra,4,16
8,M Vohra,5,2
8,M Vohra,6,5
8,Mandeep Singh,6,0
8,Mandeep Singh,7,3
8,Mandeep Singh,8,3
8,Mandeep Singh,9,11
8,Mandeep Singh,10,2
8,Mandeep Singh,11,4
8,Mandeep Singh,12,3
8,Mandeep Singh,13,2
8,Mandeep Singh,14,0
8,SR Watson,1,1
8,STR Binny,14,1
8,STR Binny,15,1
8,STR Binny,16,2
8,STR Binny,17,2
8,STR Binny,18,11
8,STR Binny,19,1
8,STR Binny,20,1
8,Vishnu Vinod,1,1
8,Vishnu Vinod,2,1
8,Vishnu Vinod,3,5
8,Vishnu Vinod,4,0
9,A Zampa,14,5
9,A Zampa,15,0
9,A Zampa,16,0
9,AB Dinda,15,6
9,AB Dinda,16,2
9,AB Dinda,17,0
9,AM Rahane,1,4
9,AM Rahane,2,2
9,AM Rahane,3,5
9,AP Tare,1,2
9,AP Tare,2,0
9,BA Stokes,7,1
9,BA Stokes,8,1
9,CH Morris,19,16
9,CH Morris,20,22
9,CJ Anderson,16,0
9,CJ Anderson,17,2
9,CJ Anderson,20,1
9,DL Chahar,13,13
9,DL Chahar,14,1
9,DL Chahar,15,0
9,F du Plessis,4,1
9,F du Plessis,5,5
9,F du Plessis,6,1
9,F du Plessis,7,1
9,Imran Tahir,16,0
9,MA Agarwal,1,6
9,MA Agarwal,2,5
9,MA Agarwal,3,2
9,MA Agarwal,4,6
9,MA Agarwal,5,2
9,MS Dhoni,7,0
9,MS Dhoni,8,1
9,MS Dhoni,9,1
9,MS Dhoni,10,1
9,MS Dhoni,11,7
9,MS Dhoni,12,1
9,R Bhatia,8,1
9,R Bhatia,9,2
9,R Bhatia,10,9
9,R Bhatia,11,1
9,R Bhatia,12,2
9,R Bhatia,13,2
9,R Bhatia,14,0
9,RA Tripathi,6,11
9,RR Pant,9,3
9,RR Pant,10,3
9,RR Pant,11,6
9,RR Pant,12,14
9,RR Pant,13,3
9,RR Pant,14,2
9,RR Pant,16,0
9,SV Samson,2,10
9,SV Samson,3,10
9,SV Samson,4,9
9,SV Samson,5,7
9,SV Samson,6,1
9,SV Samson,7,2
9,SV Samson,8,4
9,SV Samson,9,2
9,SV Samson,10,2
9,SV Samson,11,1
9,SV Samson,12,2
9,SV Samson,13,1
9,SV Samson,14,2
9,SV Samson,15,11
9,SV Samson,16,6
9,SV Samson,17,10
9,SV Samson,18,19
9,SV Samson,19,6
9,SW Billings,1,0
9,SW Billings,2,1
9,SW Billings,3,6
9,SW Billings,4,1
9,SW Billings,5,1
9,SW Billings,6,14
9,SW Billings,7,2
9,SW Billings,8,1
9,SW Billings,9,0
10,B Kumar,20,4
10,BCJ Cutting,15,4
10,BCJ Cutting,16,1
10,BCJ Cutting,17,11
10,BCJ Cutting,18,5
10,DA Warner,1,1
10,DA Warner,2,2
10,DA Warner,3,8
10,DA Warner,4,1
10,DA Warner,5,9
10,DA Warner,6,6
10,DA Warner,7,1
10,DA Warner,8,2
10,DA Warner,9,9
10,DA Warner,10,7
10,DA Warner,11,6
10,DJ Hooda,11,1
10,DJ Hooda,12,5
10,DJ Hooda,13,4
10,DJ Hooda,14,0
10,HH Pandya,18,1
10,HH Pandya,19,1
10,Harbhajan Singh,19,3
10,JC Buttler,1,5
10,JC Buttler,2,5
10,JC Buttler,3,5
10,JC Buttler,4,0
10,KA Pollard,11,2
10,KA Pollard,12,2
10,KA Pollard,13,8
10,KA Pollard,14,1
10,KH Pandya,14,1
10,KH Pandya,15,9
10,KH Pandya,16,12
10,KH Pandya,17,15
10,KH Pandya,18,0
10,N Rana,5,1
10,N Rana,6,7
10,N Rana,7,2
10,N Rana,8,7
10,N Rana,9,2
10,N Rana,10,8
10,N Rana,11,3
10,N Rana,12,5
10,N Rana,13,3
10,N Rana,14,2
10,N Rana,16,1
10,N Rana,18,5
10,NV Ojha,16,2
10,NV Ojha,17,3
10,NV Ojha,18,1
10,NV Ojha,19,4
10,NV Ojha,20,0
10,PA Patel,1,1
10,PA Patel,2,10
10,PA Patel,3,2
10,PA Patel,4,8
10,PA Patel,5,1
10,PA Patel,6,12
10,PA Patel,7,1
10,PA Patel,8,2
10,PA Patel,9,1
10,PA Patel,10,1
10,RG Sharma,4,3
10,RG Sharma,5,1
10,Rashid Khan,19,2
10,Rashid Khan,20,1
10,S Dhawan,1,1
10,S Dhawan,2,1
10,S Dhawan,4,3
10,S Dhawan,5,0
10,S Dhawan,6,2
10,S Dhawan,7,14
10,S Dhawan,8,1
10,S Dhawan,9,1
10,S Dhawan,10,6
10,S Dhawan,11,2
10,S Dhawan,12,4
10,S Dhawan,13,8
10,S Dhawan,14,5
10,S Dhawan,15,3
10,V Shankar,18,1
10,V Shankar,19,0
10,Yuvraj Singh,14,0
10,Yuvraj Singh,15,1
10,Yuvraj Singh,16,5
11,AR Patel,18,0
11,DA Miller,12,0
11,DA Miller,13,1
11,DA Miller,14,14
11,DA Miller,15,2
11,DA Miller,16,3
11,DA Miller,17,2
11,DA Miller,18,10
11,G Gambhir,2,10
11,G Gambhir,3,9
11,G Gambhir,4,10
11,G Gambhir,5,9
11,G Gambhir,7,5
11,G Gambhir,8,4
11,G Gambhir,9,2
11,G Gambhir,10,2
11,G Gambhir,11,4
11,G Gambhir,12,3
11,G Gambhir,13,6
11,G Gambhir,14,6
11,G Gambhir,15,3
11,G Gambhir,16,6
11,G Gambhir,17,1
11,GJ Maxwell,8,1
11,GJ Maxwell,9,6
11,GJ Maxwell,10,16
11,GJ Maxwell,11,1
11,GJ Maxwell,12,1
11,GJ Maxwell,13,0
11,HM Amla,1,10
11,HM Amla,3,0
11,HM Amla,4,5
11,HM Amla,5,2
11,HM Amla,7,2
11,HM Amla,8,1
11,HM Amla,9,5
11,HM Amla,10,1
11,HM Amla,11,1
11,HM Amla,12,0
11,M Vohra,2,11
11,M Vohra,3,9
11,M Vohra,4,10
11,M Vohra,5,6
11,M Vohra,6,0
11,MK Pandey,11,3
11,MK Pandey,12,2
11,MK Pandey,13,2
11,MK Pandey,14,6
11,MK Pandey,15,6
11,MK Pandey,16,1
11,MK Pandey,17,6
11,MM Sharma,18,1
11,MM Sharma,19,9
11,MM Sharma,20,0
11,MP Stoinis,6,4
11,MP Stoinis,7,3
11,MP Stoinis,8,3
11,RV Uthappa,6,0
11,RV Uthappa,7,8
11,RV Uthappa,8,6
11,RV Uthappa,9,6
11,RV Uthappa,10,7
11,SP Narine,1,5
11,SP Narine,3,7
11,SP Narine,4,1
11,SP Narine,5,9
11,SP Narine,6,16
11,VR Aaron,19,1
11,VR Aaron,20,4
11,WP Saha,13,5
11,WP Saha,14,1
11,WP Saha,15,13
11,WP Saha,16,1
11,WP Saha,17,5
11,WP Saha,18,0
12,AB de Villiers,10,2
12,AB de Villiers,11,2
12,AB de Villiers,12,3
12,AB de Villiers,13,6
12,AB de Villiers,14,8
12,AB de Villiers,15,1
12,AB de Villiers,16,2
12,AB de Villiers,17,0
12,CH Gayle,1,3
12,CH Gayle,2,0
12,CH Gayle,3,0
12,CH Gayle,4,1
12,CH Gayle,5,5
12,CH Gayle,6,5
12,CH Gayle,7,8
12,CH Gayle,8,1
12,CH Gayle,9,2
12,CH Gayle,10,0
12,HH Pandya,18,3
12,HH Pandya,19,7
12,JC Buttler,1,1
12,JC Buttler,2,1
12,KA Pollard,3,1
12,KA Pollard,4,1
12,KA Pollard,5,2
12,KA Pollard,6,2
12,KA Pollard,7,8
12,KA Pollard,8,1
12,KA Pollard,9,2
12,KA Pollard,10,2
12,KA Pollard,11,5
12,KA Pollard,12,6
12,KA Pollard,13,4
12,KA Pollard,14,8
12,KA Pollard,15,5
12,KA Pollard,16,17
12,KA Pollard,17,3
12,KA Pollard,18,6
12,KH Pandya,9,2
12,KH Pandya,10,9
12,KH Pandya,11,1
12,KH Pandya,12,5
12,KH Pandya,13,1
12,KH Pandya,14,2
12,KH Pandya,15,6
12,KH Pandya,16,2
12,KH Pandya,17,7
12,KH Pandya,18,4
12,KH Pandya,19,5
12,KM Jadhav,16,2
12,KM Jadhav,17,2
12,KM Jadhav,18,6
12,MJ McClenaghan,3,0
12,Mandeep Singh,19,0
12,N Rana,3,0
12,N Rana,4,1
12,N Rana,5,6
12,N Rana,6,1
12,N Rana,7,2
12,N Rana,8,1
12,P Negi,17,3
12,P Negi,18,2
12,P Negi,19,4
12,P Negi,20,5
12,PA Patel,1,3
12,PA Patel,2,2
12,PA Patel,3,0
12,RG Sharma,2,0
12,RG Sharma,3,0
12,STR Binny,19,1
12,STR Binny,20,5
12,V Kohli,1,3
12,V Kohli,2,1
12,V Kohli,3,17
12,V Kohli,4,3
12,V Kohli,5,1
12,V Kohli,6,2
12,V Kohli,7,1
12,V Kohli,8,2
12,V Kohli,9,7
12,V Kohli,10,2
12,V Kohli,11,3
12,V Kohli,12,2
12,V Kohli,13,3
12,V Kohli,14,11
12,V Kohli,15,5
12,V Kohli,16,0
13,AJ Finch,13,1
13,AJ Finch,14,5
13,AJ Finch,15,1
13,AJ Finch,16,5
13,AJ Finch,17,2
13,AJ Finch,18,20
13,AM Rahane,1,0
13,Ankit Sharma,15,5
13,Ankit Sharma,16,3
13,Ankit Sharma,17,6
13,Ankit Sharma,18,2
13,Ankit Sharma,19,10
13,Ankit Sharma,20,0
13,BA Stokes,6,0
13,BA Stokes,7,2
13,BA Stokes,8,1
13,BA Stokes,9,8
13,BA Stokes,10,2
13,BA Stokes,11,7
13,BA Stokes,12,5
13,BA Stokes,13,0
13,BB McCullum,1,1
13,BB McCullum,2,7
13,BB McCullum,3,5
13,BB McCullum,4,1
13,BB McCullum,5,1
13,BB McCullum,6,14
13,BB McCullum,8,15
13,BB McCullum,9,2
13,BB McCullum,10,1
13,BB McCullum,11,4
13,BB McCullum,12,0
13,DR Smith,1,15
13,DR Smith,2,4
13,DR Smith,3,1
13,DR Smith,4,10
13,DR Smith,5,1
13,DR Smith,6,1
13,DR Smith,7,10
13,DR Smith,8,5
13,DR Smith,9,1
13,KD Karthik,12,2
13,KD Karthik,13,1
13,LH Ferguson,20,1
13,MK Tiwary,10,1
13,MK Tiwary,11,2
13,MK Tiwary,12,0
13,MK Tiwary,13,2
13,MK Tiwary,14,6
13,MK Tiwary,15,1
13,MK Tiwary,16,6
13,MK Tiwary,17,8
13,MK Tiwary,18,4
13,MK Tiwary,19,2
13,MK Tiwary,20,0
13,MS Dhoni,13,2
13,MS Dhoni,14,4
13,MS Dhoni,15,0
13,RA Tripathi,2,5
13,RA Tripathi,3,7
13,RA Tripathi,4,1
13,RA Tripathi,5,17
13,RA Tripathi,6,3
13,RD Chahar,20,3
13,SK Raina,9,0
13,SK Raina,10,1
13,SK Raina,11,2
13,SK Raina,12,3
13,SK Raina,13,3
13,SK Raina,14,6
13,SK Raina,15,9
13,SK Raina,16,8
13,SK Raina,17,3
13,SK Raina,18,1
13,SN Thakur,20,0
13,SPD Smith,1,6
13,SPD Smith,2,4
13,SPD Smith,3,1
13,SPD Smith,4,11
13,SPD Smith,5,8
13,SPD Smith,6,1
13,SPD Smith,7,7
13,SPD Smith,8,2
13,SPD Smith,9,3
13,SPD Smith,10,2
14,BCJ Cutting,14,1
14,BCJ Cutting,15,5
14,BCJ Cutting,16,1
14,BCJ Cutting,17,8
14,BCJ Cutting,18,0
14,Bipul Sharma,18,2
14,Bipul Sharma,19,9
14,Bipul Sharma,20,11
14,C de Grandhomme,19,0
14,C de Grandhomme,20,0
14,CR Woakes,20,1
14,DA Warner,1,4
14,DA Warner,3,0
14,DA Warner,4,8
14,DA Warner,5,5
14,DA Warner,6,5
14,DA Warner,7,2
14,DA Warner,8,1
14,DA Warner,9,2
14,DA Warner,10,1
14,DJ Hooda,11,1
14,DJ Hooda,12,8
14,DJ Hooda,13,4
14,DJ Hooda,14,0
14,G Gambhir,1,1
