player,season,match_id,no.of runs
RV Uthappa,2016,581,9
RV Uthappa,2016,584,41
RV Uthappa,2016,589,58
RV Uthappa,2016,596,0
RV Uthappa,2016,600,36
RV Uthappa,2016,602,75
RV Uthappa,2016,606,1
RV Uthappa,2016,608,72
RV Uthappa,2016,614,14
RV Uthappa,2016,621,5
RV Uthappa,2016,624,2
RV Uthappa,2016,627,28
RV Uthappa,2016,631,25
RV Uthappa,2016,634,11
RV Uthappa,2017,7,4
RV Uthappa,2017,11,27
RV Uthappa,2017,14,73
RV Uthappa,2017,18,4
RV Uthappa,2017,23,74
RV Uthappa,2017,27,11
RV Uthappa,2017,29,96
RV Uthappa,2017,31,67
RV Uthappa,2017,36,53
RV Uthappa,2017,48,0
RV Uthappa,2017,53,2
RV Uthappa,2017,57,2
RV Uthappa,2017,58,1
Rashid Khan,2017,10,3
Rashid Khan,2017,19,6
Rashid Khan,2017,43,3
S Anirudha,2008,85,6
S Anirudha,2010,232,28
S Anirudha,2010,234,11
S Anirudha,2011,235,67
S Anirudha,2011,243,0
S Anirudha,2011,257,12
S Anirudha,2011,262,8
S Anirudha,2011,272,3
S Anirudha,2012,361,25
S Anirudha,2012,371,1
S Anirudha,2013,399,0
S Anirudha,2014,511,3
S Aravind,2011,245,4
S Aravind,2011,296,11
S Aravind,2012,326,14
S Aravind,2015,575,0
S Aravind,2017,1,0
S Aravind,2017,17,7
S Aravind,2017,27,5
S Aravind,2017,30,11
S Aravind,2017,33,8
S Aravind,2017,42,4
S Badree,2017,17,0
S Badree,2017,27,0
S Badree,2017,30,3
S Badree,2017,33,3
S Badree,2017,42,9
S Badrinath,2008,61,31
S Badrinath,2008,67,2
S Badrinath,2008,79,11
S Badrinath,2008,83,16
S Badrinath,2008,85,1
S Badrinath,2008,87,8
S Badrinath,2008,91,70
S Badrinath,2008,96,55
S Badrinath,2008,107,1
S Badrinath,2008,110,1
S Badrinath,2008,117,6
S Badrinath,2009,118,0
S Badrinath,2009,125,7
S Badrinath,2009,131,8
S Badrinath,2009,137,29
S Badrinath,2009,141,49
S Badrinath,2009,149,0
S Badrinath,2009,152,63
S Badrinath,2009,159,2
S Badrinath,2009,162,27
S Badrinath,2009,169,5
S Badrinath,2009,173,1
S Badrinath,2010,179,5
S Badrinath,2010,182,43
S Badrinath,2010,185,15
S Badrinath,2010,190,2
S Badrinath,2010,192,31
S Badrinath,2010,194,61
S Badrinath,2010,198,26
S Badrinath,2010,202,7
S Badrinath,2010,206,5
S Badrinath,2010,211,31
S Badrinath,2010,216,7
S Badrinath,2010,224,32
S Badrinath,2010,228,55
S Badrinath,2010,232,42
S Badrinath,2010,234,15
S Badrinath,2011,243,70
S Badrinath,2011,248,5
S Badrinath,2011,252,19
S Badrinath,2011,257,72
S Badrinath,2011,262,11
S Badrinath,2011,264,67
S Badrinath,2011,272,5
S Badrinath,2011,281,55
S Badrinath,2011,289,58
S Badrinath,2011,297,13
S Badrinath,2011,302,1
S Badrinath,2011,304,35
S Badrinath,2012,308,11
S Badrinath,2012,313,27
S Badrinath,2012,318,17
S Badrinath,2012,332,57
S Badrinath,2012,334,15
S Badrinath,2012,343,25
S Badrinath,2012,352,1
S Badrinath,2012,355,1
S Badrinath,2012,379,50
S Badrinath,2013,386,17
S Badrinath,2013,396,36
S Badrinath,2013,399,34
S Badrinath,2013,406,7
S Badrinath,2013,422,36
S Badrinath,2013,430,0
S Badrinath,2013,457,0
S Chanderpaul,2008,63,17
S Chanderpaul,2008,70,2
S Chanderpaul,2008,88,8
S Dhawan,2008,62,59
S Dhawan,2008,66,29
S Dhawan,2008,73,0
S Dhawan,2008,76,50
S Dhawan,2008,79,19
S Dhawan,2008,82,1
S Dhawan,2008,87,66
S Dhawan,2008,93,3
S Dhawan,2008,95,8
S Dhawan,2008,98,72
S Dhawan,2008,100,8
S Dhawan,2008,104,16
S Dhawan,2008,109,28
S Dhawan,2008,115,6
S Dhawan,2009,118,23
S Dhawan,2009,128,3
S Dhawan,2009,132,12
S Dhawan,2009,135,3
S Dhawan,2010,191,23
S Dhawan,2010,194,65
S Dhawan,2010,199,9
S Dhawan,2010,201,50
S Dhawan,2010,207,18
S Dhawan,2010,211,18
S Dhawan,2010,215,2
S Dhawan,2010,230,10
S Dhawan,2010,231,17
S Dhawan,2010,234,0
S Dhawan,2011,236,24
S Dhawan,2011,240,8
S Dhawan,2011,245,13
S Dhawan,2011,249,47
S Dhawan,2011,253,8
S Dhawan,2011,260,25
S Dhawan,2011,265,4
S Dhawan,2011,272,19
S Dhawan,2011,275,56
S Dhawan,2011,279,30
S Dhawan,2011,286,24
S Dhawan,2011,292,27
S Dhawan,2011,295,28
S Dhawan,2011,300,108
S Dhawan,2012,313,24
S Dhawan,2012,316,41
S Dhawan,2012,323,46
S Dhawan,2012,328,53
S Dhawan,2012,331,85
S Dhawan,2012,337,51
S Dhawan,2012,341,16
S Dhawan,2012,346,30
S Dhawan,2012,348,13
S Dhawan,2012,352,36
S Dhawan,2012,356,75
S Dhawan,2012,359,8
S Dhawan,2012,366,72
S Dhawan,2012,373,28
S Dhawan,2012,376,5
S Dhawan,2013,414,71
S Dhawan,2013,416,0
S Dhawan,2013,423,75
S Dhawan,2013,428,22
S Dhawan,2013,435,3
S Dhawan,2013,440,16
S Dhawan,2013,444,62
S Dhawan,2013,449,1
S Dhawan,2013,453,43
S Dhawan,2013,455,33
S Dhawan,2014,461,46
S Dhawan,2014,466,2
S Dhawan,2014,469,35
S Dhawan,2014,474,7
S Dhawan,2014,477,8
S Dhawan,2014,481,39
S Dhawan,2014,487,33
S Dhawan,2014,489,11
S Dhawan,2014,493,14
S Dhawan,2014,496,53
S Dhawan,2014,500,21
S Dhawan,2014,503,50
S Dhawan,2014,507,66
S Dhawan,2014,511,34
S Dhawan,2015,521,26
S Dhawan,2015,525,51
S Dhawan,2015,529,11
S Dhawan,2015,531,19
S Dhawan,2015,537,55
S Dhawan,2015,541,43
S Dhawan,2015,544,1
S Dhawan,2015,551,40
S Dhawan,2015,555,15
S Dhawan,2015,558,59
S Dhawan,2015,561,13
S Dhawan,2015,564,26
S Dhawan,2015,568,9
S Dhawan,2015,572,1
S Dhawan,2016,580,8
S Dhawan,2016,584,6
S Dhawan,2016,588,2
S Dhawan,2016,591,57
S Dhawan,2016,594,47
S Dhawan,2016,598,58
S Dhawan,2016,603,11
S Dhawan,2016,610,50
S Dhawan,2016,613,83
S Dhawan,2016,616,33
S Dhawan,2016,618,38
S Dhawan,2016,622,28
S Dhawan,2016,628,10
S Dhawan,2016,631,52
S Dhawan,2016,634,10
S Dhawan,2016,635,1
S Dhawan,2016,636,29
S Dhawan,2017,1,41
S Dhawan,2017,6,9
S Dhawan,2017,10,51
S Dhawan,2017,14,23
S Dhawan,2017,19,16
S Dhawan,2017,21,71
S Dhawan,2017,25,31
S Dhawan,2017,32,79
S Dhawan,2017,36,34
S Dhawan,2017,39,28
S Dhawan,2017,43,19
S Dhawan,2017,47,63
S Dhawan,2017,52,19
S Dhawan,2017,57,11
S Gopal,2014,508,11
S Gopal,2015,526,1
S Gopal,2016,577,2
S Kaul,2013,446,7
S Kaul,2014,498,2
S Kaul,2017,43,0
S Kaushik,2016,620,0
S Ladda,2010,183,1
S Ladda,2010,189,0
S Nadeem,2011,282,0
S Nadeem,2012,357,0
S Nadeem,2013,382,4
S Nadeem,2013,390,2
S Nadeem,2013,394,0
S Nadeem,2013,404,2
S Nadeem,2013,428,0
S Nadeem,2013,451,6
S Nadeem,2014,465,3
S Nadeem,2014,498,1
S Nadeem,2014,512,8
S Nadeem,2015,543,2
S Nadeem,2016,623,2
S Nadeem,2017,5,0
S Nadeem,2017,35,0
S Nadeem,2017,55,3
S Narwal,2010,184,0
S Narwal,2010,198,2
S Narwal,2010,203,13
S Narwal,2013,424,24
S Rana,2011,298,20
S Rana,2014,471,4
S Rana,2014,488,18
S Rana,2014,495,15
S Rana,2014,499,1
S Rana,2014,503,12
S Rana,2014,506,20
S Rana,2014,510,6
S Randiv,2011,257,2
S Sohal,2008,65,4
S Sohal,2008,69,0
S Sohal,2009,142,26
S Sohal,2009,145,0
S Sohal,2009,149,2
S Sohal,2009,151,31
S Sohal,2009,157,48
S Sohal,2009,161,3
S Sohal,2009,164,12
S Sohal,2009,169,4
S Sohal,2011,245,42
S Sohal,2011,249,7
S Sohal,2011,253,63
S Sohal,2011,260,5
S Sohal,2011,265,2
S Sohal,2011,272,61
S Sohal,2011,275,26
S Sohal,2011,286,0
S Sohal,2011,292,22
S Sohal,2011,295,42
S Sreesanth,2008,69,0
S Sreesanth,2008,116,1
S Sreesanth,2009,145,4
S Sreesanth,2009,157,3
S Sreesanth,2010,177,20
S Sreesanth,2010,186,12
S Sreesanth,2010,193,0
S Sreesanth,2011,244,2
S Sreesanth,2011,265,0
S Sreesanth,2011,269,0
S Sreesanth,2013,389,2
S Sreesanth,2013,407,0
S Sriram,2010,217,35
S Sriram,2011,293,4
S Tyagi,2010,179,3
S Vidyut,2008,79,55
S Vidyut,2008,83,10
S Vidyut,2008,87,43
S Vidyut,2008,91,10
S Vidyut,2008,96,16
S Vidyut,2008,107,0
S Vidyut,2008,116,6
S Vidyut,2008,117,16
SA Abbott,2015,522,1
SA Abbott,2015,525,15
SA Asnodkar,2008,78,65
SA Asnodkar,2008,83,36
SA Asnodkar,2008,86,42
SA Asnodkar,2008,101,60
SA Asnodkar,2008,105,5
SA Asnodkar,2008,110,46
SA Asnodkar,2008,113,20
SA Asnodkar,2008,115,39
SA Asnodkar,2008,117,32
SA Asnodkar,2009,119,1
SA Asnodkar,2009,130,4
SA Asnodkar,2009,133,11
SA Asnodkar,2009,137,10
SA Asnodkar,2009,140,1
SA Asnodkar,2009,152,27
SA Asnodkar,2009,155,45
SA Asnodkar,2009,168,4
SA Asnodkar,2010,180,5
SA Asnodkar,2011,256,9
SA Yadav,2012,310,0
SA Yadav,2014,458,13
SA Yadav,2014,463,9
SA Yadav,2014,468,27
SA Yadav,2014,472,35
SA Yadav,2014,476,35
SA Yadav,2014,478,10
SA Yadav,2014,482,13
SA Yadav,2014,511,13
SA Yadav,2014,514,20
SA Yadav,2014,517,5
SA Yadav,2015,518,47
SA Yadav,2015,522,11
SA Yadav,2015,527,2
SA Yadav,2015,532,23
SA Yadav,2015,535,25
SA Yadav,2015,537,2
SA Yadav,2015,545,7
SA Yadav,2015,547,16
SA Yadav,2015,550,2
SA Yadav,2015,555,6
SA Yadav,2015,560,9
SA Yadav,2015,567,11
SA Yadav,2015,570,0
SA Yadav,2016,581,4
SA Yadav,2016,589,11
SA Yadav,2016,596,66
SA Yadav,2016,600,21
SA Yadav,2016,602,27
SA Yadav,2016,606,10
SA Yadav,2016,614,4
SA Yadav,2016,624,5
SA Yadav,2016,627,17
SA Yadav,2016,631,6
SA Yadav,2016,634,23
SA Yadav,2017,7,17
SA Yadav,2017,14,4
SA Yadav,2017,18,8
SA Yadav,2017,23,1
SA Yadav,2017,27,15
SA Yadav,2017,40,30
SA Yadav,2017,58,33
SB Bangar,2008,64,14
SB Bangar,2008,66,9
SB Bangar,2008,77,3
SB Bangar,2008,89,3
SB Bangar,2008,92,2
SB Bangar,2008,111,17
SB Bangar,2009,126,5
SB Jakati,2009,141,14
SB Jakati,2009,159,7
SB Jakati,2012,308,6
SB Jakati,2012,318,1
SB Jakati,2016,633,1
SB Joshi,2008,60,5
SB Joshi,2008,70,3
SB Styris,2008,64,7
SB Styris,2008,85,38
SB Styris,2008,89,13
SB Styris,2008,92,6
SB Styris,2008,98,29
SB Styris,2008,108,1
SB Styris,2008,111,2
SB Styris,2008,114,24
SB Styris,2009,124,14
SB Styris,2011,235,5
SB Wagh,2011,254,2
SB Wagh,2011,277,0
SC Ganguly,2008,60,12
SC Ganguly,2008,64,29
SC Ganguly,2008,71,14
SC Ganguly,2008,75,4
SC Ganguly,2008,78,54
SC Ganguly,2008,81,10
SC Ganguly,2008,88,21
SC Ganguly,2008,92,93
SC Ganguly,2008,95,10
SC Ganguly,2008,99,15
SC Ganguly,2008,103,3
SC Ganguly,2008,105,32
SC Ganguly,2008,112,89
SC Ganguly,2009,121,1
SC Ganguly,2009,126,53
SC Ganguly,2009,132,34
SC Ganguly,2009,134,1
SC Ganguly,2009,138,0
SC Ganguly,2009,142,23
SC Ganguly,2009,154,47
SC Ganguly,2009,156,4
SC Ganguly,2009,163,33
SC Ganguly,2009,166,4
SC Ganguly,2009,168,0
SC Ganguly,2010,175,0
SC Ganguly,2010,178,26
SC Ganguly,2010,182,14
SC Ganguly,2010,187,35
SC Ganguly,2010,191,35
SC Ganguly,2010,196,52
SC Ganguly,2010,200,6
SC Ganguly,2010,204,93
SC Ganguly,2010,208,39
SC Ganguly,2010,213,60
SC Ganguly,2010,217,34
SC Ganguly,2010,222,10
SC Ganguly,2010,227,79
SC Ganguly,2010,230,43
SC Ganguly,2011,286,33
SC Ganguly,2011,295,0
SC Ganguly,2011,298,22
SC Ganguly,2012,310,3
SC Ganguly,2012,315,21
SC Ganguly,2012,321,16
SC Ganguly,2012,324,17
SC Ganguly,2012,329,6
SC Ganguly,2012,332,26
SC Ganguly,2012,335,50
SC Ganguly,2012,339,1
SC Ganguly,2012,341,25
SC Ganguly,2012,348,48
SC Ganguly,2012,351,19
SC Ganguly,2012,353,41
SC Ganguly,2012,358,17
SC Ganguly,2012,365,2
SC Ganguly,2012,375,5
SD Chitnis,2008,106,16
SD Chitnis,2008,109,3
SD Chitnis,2009,160,7
SD Chitnis,2011,284,9
SD Chitnis,2012,359,6
SD Chitnis,2012,366,12
SD Chitnis,2012,371,11
SD Chitnis,2012,374,40
SE Bond,2010,182,1
SE Marsh,2008,77,87
SE Marsh,2008,81,41
SE Marsh,2008,84,49
SE Marsh,2008,91,59
SE Marsh,2008,94,79
SE Marsh,2008,97,120
SE Marsh,2008,100,2
SE Marsh,2008,106,83
SE Marsh,2008,108,60
SE Marsh,2008,112,41
SE Marsh,2008,116,23
SE Marsh,2010,201,66
SE Marsh,2010,205,2
SE Marsh,2010,225,0
SE Marsh,2010,228,91
SE Marsh,2011,239,2
SE Marsh,2011,243,12
SE Marsh,2011,256,73
SE Marsh,2011,259,97
SE Marsh,2011,270,5
SE Marsh,2011,273,65
SE Marsh,2011,280,4
SE Marsh,2011,284,32
SE Marsh,2011,287,51
SE Marsh,2011,290,46
SE Marsh,2011,293,48
SE Marsh,2011,296,80
SE Marsh,2011,300,13
SE Marsh,2012,311,7
SE Marsh,2012,321,64
SE Marsh,2012,325,3
SE Marsh,2012,330,33
SE Marsh,2012,333,26
SE Marsh,2012,336,73
SE Marsh,2012,340,18
SE Marsh,2012,343,33
SE Marsh,2012,350,9
SE Marsh,2012,354,37
SE Marsh,2012,359,22
SE Marsh,2012,366,11
SE Marsh,2012,369,15
SE Marsh,2013,412,49
SE Marsh,2013,421,12
SE Marsh,2013,425,74
SE Marsh,2013,429,8
SE Marsh,2013,436,84
SE Marsh,2013,440,18
SE Marsh,2013,448,6
SE Marsh,2013,450,66
SE Marsh,2014,505,35
SE Marsh,2014,509,43
SE Marsh,2015,536,80
SE Marsh,2015,542,10
SE Marsh,2015,544,3
SE Marsh,2015,548,5
SE Marsh,2016,583,13
SE Marsh,2016,586,4
SE Marsh,2016,589,58
SE Marsh,2016,594,40
SE Marsh,2016,597,46
SE Marsh,2016,604,2
SE Marsh,2017,22,26
SE Marsh,2017,26,32
SE Marsh,2017,32,87
SE Marsh,2017,42,20
SE Marsh,2017,46,60
SE Marsh,2017,48,12
SE Marsh,2017,50,27
SE Marsh,2017,54,10
SJ Srivastava,2010,193,0
SJ Srivastava,2010,201,1
SJ Srivastava,2011,284,1
SJ Srivastava,2011,287,3
SK Raina,2008,61,33
SK Raina,2008,67,60
SK Raina,2008,74,28
SK Raina,2008,79,3
SK Raina,2008,83,27
SK Raina,2008,85,32
SK Raina,2008,87,1
SK Raina,2008,91,29
SK Raina,2008,96,1
SK Raina,2008,107,22
SK Raina,2008,110,47
SK Raina,2008,114,59
SK Raina,2008,116,55
SK Raina,2008,117,43
SK Raina,2009,118,8
SK Raina,2009,122,28
SK Raina,2009,125,43
SK Raina,2009,131,26
SK Raina,2009,137,103
SK Raina,2009,141,33
SK Raina,2009,144,32
SK Raina,2009,149,33
SK Raina,2009,152,14
SK Raina,2009,159,13
SK Raina,2009,162,20
SK Raina,2009,166,55
SK Raina,2009,169,21
SK Raina,2009,173,22
SK Raina,2010,179,6
SK Raina,2010,182,19
SK Raina,2010,185,52
SK Raina,2010,190,25
SK Raina,2010,192,10
SK Raina,2010,194,86
SK Raina,2010,198,15
SK Raina,2010,202,46
SK Raina,2010,206,13
SK Raina,2010,211,30
SK Raina,2010,216,54
SK Raina,2010,222,85
SK Raina,2010,224,18
SK Raina,2010,228,49
SK Raina,2010,232,2
SK Raina,2010,234,60
SK Raina,2011,235,33
SK Raina,2011,243,0
SK Raina,2011,248,30
SK Raina,2011,252,51
SK Raina,2011,257,5
SK Raina,2011,262,2
SK Raina,2011,264,34
SK Raina,2011,272,60
SK Raina,2011,276,63
SK Raina,2011,281,5
SK Raina,2011,285,43
SK Raina,2011,289,14
SK Raina,2011,297,19
SK Raina,2011,302,5
SK Raina,2011,304,78
SK Raina,2011,307,9
SK Raina,2012,308,39
SK Raina,2012,313,17
SK Raina,2012,318,19
SK Raina,2012,320,23
SK Raina,2012,324,22
SK Raina,2012,332,0
SK Raina,2012,334,27
SK Raina,2012,343,15
SK Raina,2012,347,44
SK Raina,2012,352,33
SK Raina,2012,355,38
SK Raina,2012,361,27
SK Raina,2012,364,28
SK Raina,2012,368,8
SK Raina,2012,371,18
SK Raina,2012,379,0
SK Raina,2012,380,27
SK Raina,2012,381,75
SK Raina,2013,386,10
SK Raina,2013,396,30
SK Raina,2013,399,8
SK Raina,2013,404,32
SK Raina,2013,406,7
SK Raina,2013,410,52
SK Raina,2013,414,17
SK Raina,2013,418,44
SK Raina,2013,422,64
SK Raina,2013,425,102
SK Raina,2013,430,0
SK Raina,2013,435,105
SK Raina,2013,442,1
SK Raina,2013,446,8
SK Raina,2013,452,0
SK Raina,2013,454,82
SK Raina,2013,457,0
SK Raina,2014,460,24
SK Raina,2014,465,57
SK Raina,2014,467,4
SK Raina,2014,470,1
SK Raina,2014,474,14
SK Raina,2014,478,31
SK Raina,2014,483,49
SK Raina,2014,486,35
SK Raina,2014,490,21
SK Raina,2014,494,2
SK Raina,2014,499,65
SK Raina,2014,504,66
SK Raina,2014,507,8
SK Raina,2014,510,18
SK Raina,2014,515,58
SK Raina,2014,516,89
SK Raina,2015,519,4
SK Raina,2015,521,14
SK Raina,2015,527,9
SK Raina,2015,530,47
SK Raina,2015,533,4
SK Raina,2015,538,64
SK Raina,2015,542,32
SK Raina,2015,547,18
SK Raina,2015,551,23
SK Raina,2015,554,56
SK Raina,2015,559,10
SK Raina,2015,563,3
SK Raina,2015,565,11
SK Raina,2015,569,45
SK Raina,2015,573,27
SK Raina,2015,575,0
SK Raina,2015,576,30
SK Raina,2016,579,22
SK Raina,2016,582,26
SK Raina,2016,585,28
SK Raina,2016,591,76
SK Raina,2016,595,30
SK Raina,2016,599,2
SK Raina,2016,601,34
SK Raina,2016,604,18
SK Raina,2016,607,26
SK Raina,2016,610,20
SK Raina,2016,614,14
SK Raina,2016,627,61
SK Raina,2016,630,59
SK Raina,2016,633,1
SK Raina,2016,635,1
SK Raina,2017,3,69
SK Raina,2017,6,5
SK Raina,2017,13,36
SK Raina,2017,16,29
SK Raina,2017,20,23
SK Raina,2017,23,87
SK Raina,2017,26,32
SK Raina,2017,30,38
SK Raina,2017,34,1
SK Raina,2017,38,8
SK Raina,2017,41,77
SK Raina,2017,46,40
SK Raina,2017,49,7
SK Raina,2017,52,2
SK Trivedi,2008,62,3
SK Trivedi,2008,86,1
SK Trivedi,2008,115,1
SK Trivedi,2009,137,2
SK Trivedi,2009,155,1
SK Trivedi,2009,165,8
SK Trivedi,2010,184,0
SK Trivedi,2010,203,7
SK Trivedi,2010,210,12
SK Trivedi,2010,227,4
SK Trivedi,2011,251,0
SK Trivedi,2012,319,5
SK Trivedi,2013,407,3
SK Trivedi,2013,449,0
SK Warne,2008,62,14
SK Warne,2008,68,23
SK Warne,2008,78,8
SK Warne,2008,86,8
SK Warne,2008,93,11
SK Warne,2008,115,0
SK Warne,2008,117,10
SK Warne,2009,119,3
SK Warne,2009,126,2
SK Warne,2009,130,37
SK Warne,2009,133,0
SK Warne,2009,137,3
SK Warne,2009,140,21
SK Warne,2009,152,22
SK Warne,2009,155,0
SK Warne,2009,165,6
SK Warne,2009,168,19
SK Warne,2010,176,1
SK Warne,2010,184,4
SK Warne,2010,187,1
SK Warne,2010,203,1
SK Warne,2010,210,1
SK Warne,2010,227,5
SK Warne,2011,251,3
SK Warne,2011,256,5
SK Warne,2011,285,0
SK Warne,2011,294,2
SL Malinga,2009,160,0
SL Malinga,2010,234,1
SL Malinga,2011,267,1
SL Malinga,2011,306,7
SL Malinga,2012,310,5
SL Malinga,2012,342,12
SL Malinga,2012,351,15
SL Malinga,2012,355,0
SL Malinga,2012,370,8
SL Malinga,2012,379,19
SL Malinga,2013,403,8
SL Malinga,2013,417,0
SL Malinga,2013,447,1
SL Malinga,2013,450,1
SL Malinga,2013,454,0
SL Malinga,2013,457,0
SL Malinga,2014,462,2
SL Malinga,2015,539,8
SL Malinga,2017,34,0
SL Malinga,2017,56,7
SM Harwood,2009,140,5
SM Harwood,2009,152,8
SM Katich,2008,61,24
SM Katich,2008,73,80
SM Katich,2009,139,3
SM Katich,2009,142,36
SM Katich,2009,145,11
SM Katich,2009,149,50
SM Katich,2009,151,10
SM Katich,2009,157,0
SM Katich,2009,161,20
SM Katich,2009,164,12
SM Katich,2009,169,8
SM Pollock,2008,63,28
SM Pollock,2008,67,20
SM Pollock,2008,69,22
SM Pollock,2008,72,32
SM Pollock,2008,82,35
SM Pollock,2008,106,0
SM Pollock,2008,109,17
SM Pollock,2008,113,0
SMSM Senanayake,2013,400,1
SMSM Senanayake,2013,406,7
SMSM Senanayake,2013,415,1
SMSM Senanayake,2013,445,2
SN Khan,2015,538,11
SN Khan,2015,546,47
SN Khan,2015,554,8
SN Khan,2015,557,11
SN Khan,2015,566,4
SN Khan,2015,574,1
SN Khan,2015,575,31
SN Khan,2016,580,35
SN Khan,2016,587,1
SN Khan,2016,590,29
SN Khan,2016,592,2
SN Thakur,2015,548,7
SN Thakur,2017,13,0
SN Thakur,2017,17,0
SN Thakur,2017,43,0
SP Fleming,2008,79,16
SP Fleming,2008,83,0
SP Fleming,2008,85,16
SP Fleming,2008,87,47
SP Fleming,2008,91,1
SP Fleming,2008,96,27
SP Fleming,2008,103,34
SP Fleming,2008,107,46
SP Fleming,2008,110,7
SP Fleming,2008,114,15
SP Goswami,2008,90,20
SP Goswami,2008,104,53
SP Goswami,2008,107,10
SP Goswami,2009,134,46
SP Goswami,2009,139,11
SP Goswami,2010,178,8
SP Goswami,2011,266,23
SP Goswami,2011,298,6
SP Goswami,2011,303,2
SP Goswami,2011,305,0
SP Goswami,2012,314,24
SP Goswami,2012,319,0
SP Goswami,2012,322,24
SP Goswami,2012,338,1
SP Goswami,2012,349,20
SP Goswami,2012,373,3
SP Jackson,2017,31,12
SP Jackson,2017,36,16
SP Jackson,2017,40,10
SP Narine,2012,314,0
SP Narine,2012,370,10
SP Narine,2013,389,2
SP Narine,2013,392,1
SP Narine,2013,400,2
SP Narine,2013,406,13
SP Narine,2013,434,5
SP Narine,2013,453,1
SP Narine,2014,472,7
SP Narine,2014,476,2
SP Narine,2014,478,1
SP Narine,2014,517,2
SP Narine,2015,560,1
SP Narine,2016,602,5
SP Narine,2016,627,2
SP Narine,2016,634,1
SP Narine,2017,7,1
SP Narine,2017,11,38
SP Narine,2017,14,7
SP Narine,2017,18,1
SP Narine,2017,23,42
SP Narine,2017,27,39
SP Narine,2017,29,17
SP Narine,2017,31,5
SP Narine,2017,36,1
SP Narine,2017,40,0
SP Narine,2017,45,56
SP Narine,2017,48,18
SP Narine,2017,53,0
SP Narine,2017,58,12
SPD Smith,2012,310,39
SPD Smith,2012,315,26
SPD Smith,2012,321,13
SPD Smith,2012,324,45
SPD Smith,2012,329,17
SPD Smith,2012,332,25
SPD Smith,2012,335,36
SPD Smith,2012,341,28
SPD Smith,2012,348,48
SPD Smith,2012,351,2
SPD Smith,2012,353,15
SPD Smith,2012,358,20
SPD Smith,2012,362,25
SPD Smith,2012,365,38
SPD Smith,2013,399,39
SPD Smith,2013,402,17
SPD Smith,2013,409,7
SPD Smith,2013,411,42
SPD Smith,2013,419,17
SPD Smith,2013,422,36
SPD Smith,2013,426,4
SPD Smith,2014,464,29
SPD Smith,2014,467,19
SPD Smith,2014,476,24
SPD Smith,2014,482,3
SPD Smith,2014,487,27
SPD Smith,2014,492,51
SPD Smith,2014,494,10
SPD Smith,2015,520,34
SPD Smith,2015,523,10
SPD Smith,2015,526,82
SPD Smith,2015,529,14
SPD Smith,2015,533,6
SPD Smith,2015,536,6
SPD Smith,2015,540,31
SPD Smith,2015,549,25
SPD Smith,2015,558,69
SPD Smith,2015,563,4
SPD Smith,2015,570,14
SPD Smith,2015,574,12
SPD Smith,2016,582,5
SPD Smith,2016,586,40
SPD Smith,2016,592,5
SPD Smith,2016,596,31
SPD Smith,2016,598,54
SPD Smith,2016,601,102
SPD Smith,2016,605,46
SPD Smith,2017,2,85
SPD Smith,2017,4,27
SPD Smith,2017,13,45
SPD Smith,2017,17,30
SPD Smith,2017,25,27
SPD Smith,2017,28,17
SPD Smith,2017,29,52
SPD Smith,2017,33,45
SPD Smith,2017,38,4
SPD Smith,2017,40,13
SPD Smith,2017,43,36
SPD Smith,2017,51,41
SPD Smith,2017,54,15
SPD Smith,2017,56,1
SPD Smith,2017,59,54
SR Tendulkar,2008,90,50
SR Tendulkar,2008,96,16
SR Tendulkar,2008,99,0
SR Tendulkar,2008,102,23
SR Tendulkar,2008,106,70
SR Tendulkar,2008,109,22
SR Tendulkar,2008,113,33
SR Tendulkar,2009,118,59
SR Tendulkar,2009,128,40
SR Tendulkar,2009,132,75
SR Tendulkar,2009,135,2
SR Tendulkar,2009,138,37
SR Tendulkar,2009,143,11
SR Tendulkar,2009,147,2
SR Tendulkar,2009,150,16
SR Tendulkar,2009,153,0
SR Tendulkar,2009,157,42
SR Tendulkar,2009,160,44
SR Tendulkar,2009,162,11
SR Tendulkar,2009,170,51
SR Tendulkar,2010,176,19
SR Tendulkar,2010,183,70
SR Tendulkar,2010,188,30
SR Tendulkar,2010,191,75
SR Tendulkar,2010,194,77
SR Tendulkar,2010,199,60
SR Tendulkar,2010,201,18
SR Tendulkar,2010,207,35
SR Tendulkar,2010,211,45
SR Tendulkar,2010,215,29
SR Tendulkar,2010,219,93
SR Tendulkar,2010,221,31
SR Tendulkar,2010,226,20
SR Tendulkar,2010,231,10
SR Tendulkar,2010,234,53
SR Tendulkar,2011,238,53
SR Tendulkar,2011,242,55
SR Tendulkar,2011,247,113
SR Tendulkar,2011,254,40
SR Tendulkar,2011,257,10
SR Tendulkar,2011,260,31
SR Tendulkar,2011,267,7
SR Tendulkar,2011,273,53
SR Tendulkar,2011,277,31
SR Tendulkar,2011,282,15
SR Tendulkar,2011,287,6
SR Tendulkar,2011,292,47
SR Tendulkar,2011,299,33
SR Tendulkar,2011,303,41
SR Tendulkar,2011,305,37
SR Tendulkar,2011,306,41
SR Tendulkar,2012,308,17
SR Tendulkar,2012,336,25
SR Tendulkar,2012,340,35
SR Tendulkar,2012,342,7
SR Tendulkar,2012,346,17
SR Tendulkar,2012,351,40
SR Tendulkar,2012,355,74
SR Tendulkar,2012,360,26
SR Tendulkar,2012,363,2
SR Tendulkar,2012,367,0
