player,season,match_id,no. of runs,no. of overs,no. of balls,strike rate
A Ashish Reddy,2015,551,6,2,12,0.5
A Ashish Reddy,2015,572,17,4,24,0.7083333333333334
A Ashish Reddy,2016,580,32,5,30,1.0666666666666667
A Ashish Reddy,2016,584,14,3,18,0.7777777777777778
A Ashish Reddy,2016,603,2,1,6,0.3333333333333333
A Chandila,2012,373,0,1,6,0.0
A Chandila,2013,407,4,4,24,0.16666666666666666
A Chopra,2008,88,2,3,18,0.1111111111111111
A Chopra,2008,92,26,9,54,0.48148148148148145
A Chopra,2008,95,14,6,36,0.3888888888888889
A Chopra,2008,99,1,2,12,0.08333333333333333
A Chopra,2008,112,2,2,12,0.16666666666666666
A Chopra,2009,121,13,6,36,0.3611111111111111
A Choudhary,2017,1,6,1,6,1.0
A Choudhary,2017,30,15,5,30,0.5
A Choudhary,2017,42,4,2,12,0.3333333333333333
A Flintoff,2009,118,32,7,42,0.7619047619047619
A Flintoff,2009,122,23,4,24,0.9583333333333334
A Flintoff,2009,125,17,6,36,0.4722222222222222
A Kumble,2008,84,3,2,12,0.25
A Kumble,2008,94,4,1,6,0.6666666666666666
A Kumble,2008,101,8,3,18,0.4444444444444444
A Kumble,2008,107,2,1,6,0.3333333333333333
A Kumble,2009,122,1,2,12,0.08333333333333333
A Kumble,2009,124,1,1,6,0.16666666666666666
A Kumble,2009,127,5,1,6,0.8333333333333334
A Kumble,2009,139,2,2,12,0.16666666666666666
A Kumble,2009,153,7,3,18,0.3888888888888889
A Kumble,2009,174,1,1,6,0.16666666666666666
A Kumble,2010,197,1,1,6,0.16666666666666666
A Kumble,2010,209,1,1,6,0.16666666666666666
A Kumble,2010,220,2,2,12,0.16666666666666666
A Kumble,2010,226,2,1,6,0.3333333333333333
A Kumble,2010,231,2,1,6,0.3333333333333333
A Mishra,2008,93,4,2,12,0.3333333333333333
A Mishra,2008,95,31,11,66,0.4696969696969697
A Mishra,2008,115,2,2,12,0.16666666666666666
A Mishra,2009,133,0,2,12,0.0
A Mishra,2009,141,11,2,12,0.9166666666666666
A Mishra,2009,158,2,2,12,0.16666666666666666
A Mishra,2009,170,13,2,12,1.0833333333333333
A Mishra,2009,172,1,1,6,0.16666666666666666
A Mishra,2010,183,3,3,18,0.16666666666666666
A Mishra,2010,185,7,1,6,1.1666666666666667
A Mishra,2010,189,0,1,6,0.0
A Mishra,2010,213,4,2,12,0.3333333333333333
A Mishra,2010,218,13,5,30,0.43333333333333335
A Mishra,2010,221,13,5,30,0.43333333333333335
A Mishra,2010,229,5,4,24,0.20833333333333334
A Mishra,2011,236,2,1,6,0.3333333333333333
A Mishra,2011,240,14,3,18,0.7777777777777778
A Mishra,2011,249,0,1,6,0.0
A Mishra,2011,260,26,6,36,0.7222222222222222
A Mishra,2011,265,0,1,6,0.0
A Mishra,2011,272,2,1,6,0.3333333333333333
A Mishra,2011,275,10,3,18,0.5555555555555556
A Mishra,2011,286,0,1,6,0.0
A Mishra,2011,292,21,2,12,1.75
A Mishra,2012,316,0,1,6,0.0
A Mishra,2012,323,7,3,18,0.3888888888888889
A Mishra,2012,337,1,1,6,0.16666666666666666
A Mishra,2012,346,1,2,12,0.08333333333333333
A Mishra,2012,359,8,2,12,0.6666666666666666
A Mishra,2013,394,17,3,18,0.9444444444444444
A Mishra,2013,397,1,1,6,0.16666666666666666
A Mishra,2013,402,32,10,60,0.5333333333333333
A Mishra,2013,414,15,6,36,0.4166666666666667
A Mishra,2013,416,26,9,54,0.48148148148148145
A Mishra,2013,435,6,3,18,0.3333333333333333
A Mishra,2014,466,4,3,18,0.2222222222222222
A Mishra,2014,487,4,1,6,0.6666666666666666
A Mishra,2015,519,5,2,12,0.4166666666666667
A Mishra,2015,535,1,1,6,0.16666666666666666
A Mishra,2015,543,2,2,12,0.16666666666666666
A Mishra,2015,553,1,2,12,0.08333333333333333
A Mishra,2016,578,3,3,18,0.16666666666666666
A Mishra,2016,623,1,3,18,0.05555555555555555
A Mishra,2017,5,8,4,24,0.3333333333333333
A Mishra,2017,35,6,3,18,0.3333333333333333
A Mishra,2017,44,11,5,30,0.36666666666666664
A Mishra,2017,49,8,1,6,1.3333333333333333
A Mishra,2017,51,15,4,24,0.625
A Mishra,2017,55,7,1,6,1.1666666666666667
A Mithun,2010,209,5,2,12,0.4166666666666667
A Mithun,2011,263,0,1,6,0.0
A Mithun,2011,280,6,1,6,1.0
A Mithun,2011,296,10,3,18,0.5555555555555556
A Mithun,2011,307,14,3,18,0.7777777777777778
A Mithun,2013,441,2,1,6,0.3333333333333333
A Mukund,2008,110,0,1,6,0.0
A Mukund,2013,420,20,8,48,0.4166666666666667
A Nehra,2008,67,1,1,6,0.16666666666666666
A Nehra,2008,69,3,3,18,0.16666666666666666
A Nehra,2008,106,1,1,6,0.16666666666666666
A Nehra,2009,161,1,1,6,0.16666666666666666
A Nehra,2010,218,1,2,12,0.08333333333333333
A Nehra,2010,229,23,5,30,0.7666666666666667
A Nehra,2012,321,4,2,12,0.3333333333333333
A Nehra,2012,365,9,2,12,0.75
A Nehra,2013,382,0,1,6,0.0
A Nehra,2013,390,1,3,18,0.05555555555555555
A Nehra,2013,428,0,1,6,0.0
A Nehra,2013,446,0,1,6,0.0
A Nehra,2015,527,3,2,12,0.25
A Nehra,2015,538,1,1,6,0.16666666666666666
A Nehra,2015,554,0,1,6,0.0
A Nehra,2015,573,0,1,6,0.0
A Nehra,2016,618,1,1,6,0.16666666666666666
A Singh,2009,165,0,1,6,0.0
A Singh,2009,168,1,1,6,0.16666666666666666
A Singh,2011,251,0,1,6,0.0
A Singh,2011,285,1,2,12,0.08333333333333333
A Singh,2012,319,1,1,6,0.16666666666666666
A Symonds,2008,64,35,12,72,0.4861111111111111
A Symonds,2008,66,12,5,30,0.4
A Symonds,2008,68,122,16,96,1.2708333333333333
A Symonds,2009,151,63,11,66,0.9545454545454546
A Symonds,2009,155,30,6,36,0.8333333333333334
A Symonds,2009,158,43,7,42,1.0238095238095237
A Symonds,2009,163,19,6,36,0.5277777777777778
A Symonds,2009,164,27,9,54,0.5
A Symonds,2009,171,20,5,30,0.6666666666666666
A Symonds,2009,172,24,4,24,1.0
A Symonds,2009,174,33,5,30,1.1
A Symonds,2010,175,9,4,24,0.375
A Symonds,2010,179,53,12,72,0.7361111111111112
A Symonds,2010,186,53,14,84,0.6309523809523809
A Symonds,2010,189,35,10,60,0.5833333333333334
A Symonds,2010,195,23,4,24,0.9583333333333334
A Symonds,2010,199,3,2,12,0.25
A Symonds,2010,204,47,12,72,0.6527777777777778
A Symonds,2010,207,23,7,42,0.5476190476190477
A Symonds,2010,210,16,6,36,0.4444444444444444
A Symonds,2010,214,54,9,54,1.0
A Symonds,2010,216,31,9,54,0.5740740740740741
A Symonds,2010,220,20,6,36,0.5555555555555556
A Symonds,2010,225,5,2,12,0.4166666666666667
A Symonds,2010,229,54,9,54,1.0
A Symonds,2010,232,28,9,54,0.5185185185185185
A Symonds,2010,233,2,3,18,0.1111111111111111
A Symonds,2011,254,16,5,30,0.5333333333333333
A Symonds,2011,257,35,9,54,0.6481481481481481
A Symonds,2011,260,46,11,66,0.696969696969697
A Symonds,2011,267,19,10,60,0.31666666666666665
A Symonds,2011,273,4,2,12,0.3333333333333333
A Symonds,2011,277,3,1,6,0.5
A Symonds,2011,282,4,2,12,0.3333333333333333
A Symonds,2011,287,9,4,24,0.375
A Symonds,2011,292,8,7,42,0.19047619047619047
A Uniyal,2010,176,0,1,6,0.0
A Uniyal,2010,180,4,3,18,0.2222222222222222
A Zampa,2016,616,0,1,6,0.0
A Zampa,2017,9,5,3,18,0.2777777777777778
AA Bilakhia,2009,131,14,5,30,0.4666666666666667
AA Bilakhia,2009,136,27,8,48,0.5625
AA Bilakhia,2009,140,1,2,12,0.08333333333333333
AA Bilakhia,2009,171,16,2,12,1.3333333333333333
AA Bilakhia,2009,172,11,7,42,0.2619047619047619
AA Bilakhia,2009,174,7,3,18,0.3888888888888889
AA Bilakhia,2010,210,2,3,18,0.1111111111111111
AA Chavan,2011,294,1,1,6,0.16666666666666666
AA Chavan,2012,319,4,2,12,0.3333333333333333
AA Chavan,2012,349,7,2,12,0.5833333333333334
AA Jhunjhunwala,2010,176,14,5,30,0.4666666666666667
AA Jhunjhunwala,2010,180,56,14,84,0.6666666666666666
AA Jhunjhunwala,2010,184,5,2,12,0.4166666666666667
AA Jhunjhunwala,2010,187,46,13,78,0.5897435897435898
AA Jhunjhunwala,2010,198,11,3,18,0.6111111111111112
AA Jhunjhunwala,2010,203,3,3,18,0.16666666666666666
AA Jhunjhunwala,2010,206,10,2,12,0.8333333333333334
AA Jhunjhunwala,2010,210,11,4,24,0.4583333333333333
AA Jhunjhunwala,2010,219,23,8,48,0.4791666666666667
AA Jhunjhunwala,2010,223,14,8,48,0.2916666666666667
AA Jhunjhunwala,2011,277,16,6,36,0.4444444444444444
AA Jhunjhunwala,2011,284,1,1,6,0.16666666666666666
AA Jhunjhunwala,2012,323,5,2,12,0.4166666666666667
AA Jhunjhunwala,2012,352,1,1,6,0.16666666666666666
AA Jhunjhunwala,2012,359,19,7,42,0.4523809523809524
AA Noffke,2008,60,11,4,24,0.4583333333333333
AB Agarkar,2008,71,12,4,24,0.5
AB Agarkar,2008,75,3,3,18,0.16666666666666666
AB Agarkar,2008,78,22,4,24,0.9166666666666666
AB Agarkar,2008,81,2,1,6,0.3333333333333333
AB Agarkar,2008,99,15,5,30,0.5
AB Agarkar,2008,105,5,1,6,0.8333333333333334
AB Agarkar,2009,121,7,2,12,0.5833333333333334
AB Agarkar,2009,126,1,1,6,0.16666666666666666
AB Agarkar,2009,134,7,3,18,0.3888888888888889
AB Agarkar,2009,154,41,9,54,0.7592592592592593
AB Agarkar,2009,168,14,8,48,0.2916666666666667
AB Agarkar,2010,200,18,4,24,0.75
AB Agarkar,2010,204,8,2,12,0.6666666666666666
AB Agarkar,2010,217,7,3,18,0.3888888888888889
AB Agarkar,2010,222,9,2,12,0.75
AB Agarkar,2011,282,10,3,18,0.5555555555555556
AB Agarkar,2013,404,3,2,12,0.25
AB Agarkar,2013,443,9,3,18,0.5
AB Barath,2010,186,7,4,24,0.2916666666666667
AB Barath,2010,215,35,10,60,0.5833333333333334
AB Barath,2010,218,2,2,12,0.16666666666666666
AB Dinda,2008,78,2,2,12,0.16666666666666666
AB Dinda,2008,99,1,1,6,0.16666666666666666
AB Dinda,2009,121,2,1,6,0.3333333333333333
AB Dinda,2009,132,0,1,6,0.0
AB Dinda,2010,217,0,1,6,0.0
AB Dinda,2011,238,0,2,12,0.0
AB Dinda,2012,321,3,2,12,0.25
AB Dinda,2013,384,0,1,6,0.0
AB Dinda,2013,402,0,1,6,0.0
AB Dinda,2013,411,1,1,6,0.16666666666666666
AB Dinda,2013,422,2,1,6,0.3333333333333333
AB Dinda,2013,426,6,2,12,0.5
AB Dinda,2014,471,0,1,6,0.0
AB Dinda,2014,475,2,1,6,0.3333333333333333
AB Dinda,2014,484,3,2,12,0.25
AB Dinda,2017,9,8,3,18,0.4444444444444444
AB McDonald,2009,167,3,2,12,0.25
AB McDonald,2010,197,21,4,24,0.875
AB McDonald,2010,203,15,3,18,0.8333333333333334
AB McDonald,2010,221,33,10,60,0.55
AB McDonald,2011,289,8,3,18,0.4444444444444444
AB McDonald,2012,312,31,5,30,1.0333333333333334
AB McDonald,2012,333,8,3,18,0.4444444444444444
AB McDonald,2012,350,11,4,24,0.4583333333333333
AB McDonald,2013,401,0,1,6,0.0
AB de Villiers,2008,79,27,8,48,0.5625
AB de Villiers,2008,82,21,4,24,0.875
AB de Villiers,2008,87,0,1,6,0.0
AB de Villiers,2008,93,23,6,36,0.6388888888888888
AB de Villiers,2008,95,7,5,30,0.23333333333333334
AB de Villiers,2008,104,21,8,48,0.4375
AB de Villiers,2009,125,105,20,120,0.875
AB de Villiers,2009,129,21,9,54,0.3888888888888889
AB de Villiers,2009,133,51,14,84,0.6071428571428571
AB de Villiers,2009,136,5,2,12,0.4166666666666667
AB de Villiers,2009,141,0,1,6,0.0
AB de Villiers,2009,150,50,10,60,0.8333333333333334
AB de Villiers,2009,154,43,12,72,0.5972222222222222
AB de Villiers,2009,158,44,11,66,0.6666666666666666
AB de Villiers,2009,161,12,5,30,0.4
AB de Villiers,2009,165,80,18,108,0.7407407407407407
AB de Villiers,2009,167,28,10,60,0.4666666666666667
AB de Villiers,2009,170,7,3,18,0.3888888888888889
AB de Villiers,2009,172,26,8,48,0.5416666666666666
AB de Villiers,2010,177,9,5,30,0.3
AB de Villiers,2010,180,17,10,60,0.2833333333333333
AB de Villiers,2010,183,12,4,24,0.5
AB de Villiers,2010,185,2,2,12,0.16666666666666666
AB de Villiers,2010,189,28,10,60,0.4666666666666667
AB de Villiers,2010,197,45,13,78,0.5769230769230769
AB de Villiers,2010,221,4,3,18,0.2222222222222222
AB de Villiers,2011,237,55,13,78,0.7051282051282052
AB de Villiers,2011,242,43,12,72,0.5972222222222222
AB de Villiers,2011,245,0,2,12,0.0
AB de Villiers,2011,248,69,14,84,0.8214285714285714
AB de Villiers,2011,263,5,1,6,0.8333333333333334
AB de Villiers,2011,268,26,8,48,0.5416666666666666
AB de Villiers,2011,280,29,6,36,0.8055555555555556
AB de Villiers,2011,291,15,8,48,0.3125
AB de Villiers,2011,296,34,8,48,0.7083333333333334
AB de Villiers,2011,302,0,1,6,0.0
AB de Villiers,2011,304,11,3,18,0.6111111111111112
AB de Villiers,2011,306,23,6,36,0.6388888888888888
AB de Villiers,2011,307,18,5,30,0.6
AB de Villiers,2012,312,66,14,84,0.7857142857142857
AB de Villiers,2012,317,10,4,24,0.4166666666666667
AB de Villiers,2012,320,5,2,12,0.4166666666666667
AB de Villiers,2012,326,9,3,18,0.5
AB de Villiers,2012,329,33,5,30,1.1
AB de Villiers,2012,333,54,13,78,0.6923076923076923
AB de Villiers,2012,338,62,9,54,1.1481481481481481
AB de Villiers,2012,344,0,1,6,0.0
AB de Villiers,2012,350,17,5,30,0.5666666666666667
AB de Villiers,2012,356,47,5,30,1.5666666666666667
AB de Villiers,2012,362,10,3,18,0.5555555555555556
AB de Villiers,2012,367,14,6,36,0.3888888888888889
AB de Villiers,2012,376,4,4,24,0.16666666666666666
AB de Villiers,2013,392,22,7,42,0.5238095238095238
AB de Villiers,2013,396,66,11,66,1.0
AB de Villiers,2013,401,53,14,84,0.6309523809523809
AB de Villiers,2013,407,7,2,12,0.5833333333333334
AB de Villiers,2013,411,32,3,18,1.7777777777777777
AB de Villiers,2013,417,2,2,12,0.16666666666666666
AB de Villiers,2013,420,21,5,30,0.7
AB de Villiers,2013,426,50,7,42,1.1904761904761905
AB de Villiers,2013,429,6,1,6,1.0
AB de Villiers,2013,432,16,6,36,0.4444444444444444
AB de Villiers,2013,438,32,6,36,0.8888888888888888
AB de Villiers,2013,441,28,8,48,0.5833333333333334
AB de Villiers,2013,448,39,5,30,1.3
AB de Villiers,2013,452,5,2,12,0.4166666666666667
AB de Villiers,2014,462,45,14,84,0.5357142857142857
AB de Villiers,2014,468,11,5,30,0.36666666666666664
AB de Villiers,2014,471,0,1,6,0.0
AB de Villiers,2014,475,17,6,36,0.4722222222222222
AB de Villiers,2014,481,92,13,78,1.1794871794871795
AB de Villiers,2014,484,9,3,18,0.5
AB de Villiers,2014,488,57,10,60,0.95
AB de Villiers,2014,492,58,13,78,0.7435897435897436
AB de Villiers,2014,495,33,6,36,0.9166666666666666
AB de Villiers,2014,499,31,4,24,1.2916666666666667
AB de Villiers,2014,503,32,7,42,0.7619047619047619
AB de Villiers,2014,506,13,3,18,0.7222222222222222
AB de Villiers,2014,510,11,4,24,0.4583333333333333
AB de Villiers,2015,522,29,3,18,1.6111111111111112
AB de Villiers,2015,525,49,9,54,0.9074074074074074
AB de Villiers,2015,534,43,4,24,1.7916666666666667
AB de Villiers,2015,538,14,3,18,0.7777777777777778
AB de Villiers,2015,540,47,13,78,0.6025641025641025
AB de Villiers,2015,546,66,13,78,0.8461538461538461
AB de Villiers,2015,550,2,2,12,0.16666666666666666
AB de Villiers,2015,554,21,3,18,1.1666666666666667
AB de Villiers,2015,557,48,8,48,1.0
AB de Villiers,2015,562,138,17,102,1.3529411764705883
AB de Villiers,2015,566,12,4,24,0.5
AB de Villiers,2015,568,0,1,6,0.0
