player,season,match_id,no. of overs
AB de Villiers,2009,161,5
AB de Villiers,2009,165,18
AB de Villiers,2009,167,10
AB de Villiers,2009,170,3
AB de Villiers,2009,172,8
AB de Villiers,2010,177,5
AB de Villiers,2010,180,10
AB de Villiers,2010,183,4
AB de Villiers,2010,185,2
AB de Villiers,2010,189,10
AB de Villiers,2010,197,13
AB de Villiers,2010,221,3
AB de Villiers,2011,237,13
AB de Villiers,2011,242,12
AB de Villiers,2011,245,2
AB de Villiers,2011,248,14
AB de Villiers,2011,263,1
AB de Villiers,2011,268,8
AB de Villiers,2011,280,6
AB de Villiers,2011,291,8
AB de Villiers,2011,296,8
AB de Villiers,2011,302,1
AB de Villiers,2011,304,3
AB de Villiers,2011,306,6
AB de Villiers,2011,307,5
AB de Villiers,2012,312,14
AB de Villiers,2012,317,4
AB de Villiers,2012,320,2
AB de Villiers,2012,326,3
AB de Villiers,2012,329,5
AB de Villiers,2012,333,13
AB de Villiers,2012,338,9
AB de Villiers,2012,344,1
AB de Villiers,2012,350,5
AB de Villiers,2012,356,5
AB de Villiers,2012,362,3
AB de Villiers,2012,367,6
AB de Villiers,2012,376,4
AB de Villiers,2013,392,7
AB de Villiers,2013,396,11
AB de Villiers,2013,401,14
AB de Villiers,2013,407,2
AB de Villiers,2013,411,3
AB de Villiers,2013,417,2
AB de Villiers,2013,420,5
AB de Villiers,2013,426,7
AB de Villiers,2013,429,1
AB de Villiers,2013,432,6
AB de Villiers,2013,438,6
AB de Villiers,2013,441,8
AB de Villiers,2013,448,5
AB de Villiers,2013,452,2
AB de Villiers,2014,462,14
AB de Villiers,2014,468,5
AB de Villiers,2014,471,1
AB de Villiers,2014,475,6
AB de Villiers,2014,481,13
AB de Villiers,2014,484,3
AB de Villiers,2014,488,10
AB de Villiers,2014,492,13
AB de Villiers,2014,495,6
AB de Villiers,2014,499,4
AB de Villiers,2014,503,7
AB de Villiers,2014,506,3
AB de Villiers,2014,510,4
AB de Villiers,2015,522,3
AB de Villiers,2015,525,9
AB de Villiers,2015,534,4
AB de Villiers,2015,538,3
AB de Villiers,2015,540,13
AB de Villiers,2015,546,13
AB de Villiers,2015,550,2
AB de Villiers,2015,554,3
AB de Villiers,2015,557,8
AB de Villiers,2015,562,17
AB de Villiers,2015,566,4
AB de Villiers,2015,568,1
AB de Villiers,2015,574,12
AB de Villiers,2015,575,1
AB de Villiers,2016,580,15
AB de Villiers,2016,587,12
AB de Villiers,2016,590,8
AB de Villiers,2016,592,17
AB de Villiers,2016,595,7
AB de Villiers,2016,603,10
AB de Villiers,2016,606,3
AB de Villiers,2016,611,1
AB de Villiers,2016,615,11
AB de Villiers,2016,617,10
AB de Villiers,2016,620,16
AB de Villiers,2016,624,11
AB de Villiers,2016,626,1
AB de Villiers,2016,632,2
AB de Villiers,2016,633,17
AB de Villiers,2016,636,3
AB de Villiers,2017,8,18
AB de Villiers,2017,12,8
AB de Villiers,2017,17,10
AB de Villiers,2017,27,2
AB de Villiers,2017,30,6
AB de Villiers,2017,33,3
AB de Villiers,2017,37,8
AB de Villiers,2017,42,2
AB de Villiers,2017,45,3
AC Blizzard,2011,277,3
AC Blizzard,2011,282,5
AC Blizzard,2011,287,4
AC Blizzard,2011,292,3
AC Blizzard,2011,305,8
AC Blizzard,2011,306,3
AC Blizzard,2012,342,1
AC Gilchrist,2008,64,8
AC Gilchrist,2008,66,2
AC Gilchrist,2008,68,3
AC Gilchrist,2008,72,12
AC Gilchrist,2008,77,4
AC Gilchrist,2008,80,12
AC Gilchrist,2008,85,10
AC Gilchrist,2008,89,14
AC Gilchrist,2008,92,4
AC Gilchrist,2008,98,3
AC Gilchrist,2008,102,5
AC Gilchrist,2008,108,14
AC Gilchrist,2008,111,4
AC Gilchrist,2008,114,4
AC Gilchrist,2009,121,3
AC Gilchrist,2009,124,14
AC Gilchrist,2009,128,7
AC Gilchrist,2009,131,6
AC Gilchrist,2009,136,1
AC Gilchrist,2009,140,9
AC Gilchrist,2009,144,1
AC Gilchrist,2009,147,9
AC Gilchrist,2009,151,4
AC Gilchrist,2009,155,4
AC Gilchrist,2009,158,10
AC Gilchrist,2009,163,10
AC Gilchrist,2009,164,4
AC Gilchrist,2009,171,7
AC Gilchrist,2009,172,10
AC Gilchrist,2009,174,1
AC Gilchrist,2010,175,12
AC Gilchrist,2010,179,5
AC Gilchrist,2010,186,3
AC Gilchrist,2010,189,4
AC Gilchrist,2010,195,1
AC Gilchrist,2010,199,1
AC Gilchrist,2010,204,2
AC Gilchrist,2010,207,6
AC Gilchrist,2010,210,5
AC Gilchrist,2010,214,9
AC Gilchrist,2010,216,4
AC Gilchrist,2010,220,1
AC Gilchrist,2010,225,2
AC Gilchrist,2010,229,2
AC Gilchrist,2010,232,6
AC Gilchrist,2010,233,1
AC Gilchrist,2011,239,1
AC Gilchrist,2011,243,6
AC Gilchrist,2011,249,13
AC Gilchrist,2011,256,4
AC Gilchrist,2011,259,9
AC Gilchrist,2011,270,8
AC Gilchrist,2011,273,1
AC Gilchrist,2011,280,1
AC Gilchrist,2011,284,4
AC Gilchrist,2011,287,10
AC Gilchrist,2011,290,4
AC Gilchrist,2011,293,3
AC Gilchrist,2011,296,17
AC Gilchrist,2011,300,9
AC Gilchrist,2012,311,5
AC Gilchrist,2012,315,3
AC Gilchrist,2012,321,6
AC Gilchrist,2012,325,3
AC Gilchrist,2012,330,9
AC Gilchrist,2012,371,14
AC Gilchrist,2012,374,3
AC Gilchrist,2013,387,3
AC Gilchrist,2013,391,3
AC Gilchrist,2013,398,2
AC Gilchrist,2013,400,4
AC Gilchrist,2013,405,8
AC Gilchrist,2013,409,1
AC Gilchrist,2013,412,8
AC Gilchrist,2013,415,9
AC Gilchrist,2013,429,17
AC Gilchrist,2013,436,13
AC Gilchrist,2013,440,7
AC Gilchrist,2013,443,1
AC Gilchrist,2013,450,2
AC Thomas,2011,254,1
AC Thomas,2011,262,1
AC Thomas,2012,341,3
AC Thomas,2012,362,3
AC Voges,2010,187,7
AC Voges,2010,193,7
AC Voges,2010,198,7
AC Voges,2010,203,8
AC Voges,2010,219,9
AC Voges,2010,223,8
AC Voges,2010,227,4
AD Mascarenhas,2008,93,4
AD Mascarenhas,2009,119,1
AD Mascarenhas,2009,126,9
AD Mascarenhas,2009,130,1
AD Mascarenhas,2009,137,2
AD Mascarenhas,2010,176,2
AD Mascarenhas,2010,180,2
AD Mascarenhas,2012,315,2
AD Mascarenhas,2012,325,1
AD Mascarenhas,2012,330,3
AD Mascarenhas,2013,405,2
AD Mathews,2009,156,5
AD Mathews,2010,175,14
AD Mathews,2010,182,5
AD Mathews,2010,191,1
AD Mathews,2010,196,4
AD Mathews,2010,200,8
AD Mathews,2010,204,2
AD Mathews,2010,208,5
AD Mathews,2010,213,7
AD Mathews,2010,217,2
AD Mathews,2010,222,16
AD Mathews,2012,321,4
AD Mathews,2012,329,2
AD Mathews,2012,332,7
AD Mathews,2012,335,1
AD Mathews,2012,353,11
AD Mathews,2012,358,4
AD Mathews,2012,362,4
AD Mathews,2012,365,8
AD Mathews,2013,384,3
AD Mathews,2013,387,1
AD Mathews,2013,393,1
AD Mathews,2013,395,8
AD Mathews,2013,402,10
AD Mathews,2013,426,6
AD Mathews,2013,431,5
AD Mathews,2013,437,10
AD Mathews,2013,439,1
AD Mathews,2013,451,8
AD Mathews,2015,523,4
AD Mathews,2015,528,2
AD Mathews,2015,531,4
AD Mathews,2015,535,7
AD Mathews,2015,539,2
AD Mathews,2015,543,1
AD Mathews,2015,545,5
AD Mathews,2015,553,6
AD Mathews,2015,556,5
AD Mathews,2015,571,1
AD Mathews,2017,18,2
AD Mathews,2017,21,7
AD Nath,2016,585,5
AD Nath,2016,591,4
AD Nath,2016,620,5
AD Nath,2017,26,1
AD Russell,2012,372,5
AD Russell,2012,380,4
AD Russell,2013,382,3
AD Russell,2013,385,2
AD Russell,2014,478,2
AD Russell,2014,482,1
AD Russell,2015,522,4
AD Russell,2015,527,11
AD Russell,2015,532,11
AD Russell,2015,537,4
AD Russell,2015,545,2
AD Russell,2015,547,2
AD Russell,2015,550,5
AD Russell,2015,555,1
AD Russell,2015,560,7
AD Russell,2015,567,2
AD Russell,2015,570,6
AD Russell,2016,581,5
AD Russell,2016,584,2
AD Russell,2016,596,4
AD Russell,2016,600,5
AD Russell,2016,602,4
AD Russell,2016,606,7
AD Russell,2016,608,3
AD Russell,2016,624,6
AF Milne,2017,17,3
AF Milne,2017,33,3
AF Milne,2017,37,1
AG Murtaza,2011,267,2
AG Murtaza,2012,375,2
AG Murtaza,2013,411,2
AG Paunikar,2010,223,1
AG Paunikar,2011,236,5
AG Paunikar,2011,241,3
AG Paunikar,2011,246,5
AG Paunikar,2011,251,5
AJ Finch,2010,227,7
AJ Finch,2011,238,5
AJ Finch,2011,241,5
AJ Finch,2011,250,5
AJ Finch,2011,253,1
AJ Finch,2011,259,2
AJ Finch,2011,279,1
AJ Finch,2012,309,7
AJ Finch,2012,312,8
AJ Finch,2013,393,16
AJ Finch,2013,395,1
AJ Finch,2013,399,13
AJ Finch,2013,402,5
AJ Finch,2013,409,14
AJ Finch,2013,411,4
AJ Finch,2013,419,10
AJ Finch,2013,422,3
AJ Finch,2013,426,3
AJ Finch,2013,431,9
AJ Finch,2013,437,3
AJ Finch,2013,439,3
AJ Finch,2013,445,12
AJ Finch,2013,451,11
AJ Finch,2014,461,1
AJ Finch,2014,466,4
AJ Finch,2014,469,19
AJ Finch,2014,474,17
AJ Finch,2014,477,5
AJ Finch,2014,481,3
AJ Finch,2014,487,5
AJ Finch,2014,489,4
AJ Finch,2014,493,19
AJ Finch,2014,496,9
AJ Finch,2014,500,2
AJ Finch,2014,503,4
AJ Finch,2014,507,2
AJ Finch,2015,518,2
AJ Finch,2015,524,5
AJ Finch,2015,526,4
AJ Finch,2016,579,12
AJ Finch,2016,582,9
AJ Finch,2016,585,20
AJ Finch,2016,591,1
AJ Finch,2016,607,2
AJ Finch,2016,610,15
AJ Finch,2016,614,2
AJ Finch,2016,620,12
AJ Finch,2016,627,7
AJ Finch,2016,630,1
AJ Finch,2016,633,2
AJ Finch,2016,635,10
AJ Finch,2017,3,3
AJ Finch,2017,6,2
AJ Finch,2017,13,6
AJ Finch,2017,20,5
AJ Finch,2017,23,4
AJ Finch,2017,26,5
AJ Finch,2017,30,9
AJ Finch,2017,34,3
AJ Finch,2017,38,2
AJ Finch,2017,41,6
AJ Finch,2017,46,1
AJ Finch,2017,49,13
AJ Finch,2017,52,1
AJ Tye,2017,20,2
AJ Tye,2017,26,4
AJ Tye,2017,34,4
AL Menaria,2011,241,4
AL Menaria,2011,246,8
AL Menaria,2011,251,7
AL Menaria,2011,256,9
AL Menaria,2011,267,1
AL Menaria,2011,271,8
AL Menaria,2011,276,3
AL Menaria,2011,285,2
AL Menaria,2011,288,3
AL Menaria,2011,294,10
AL Menaria,2012,311,1
AL Menaria,2012,314,12
AL Menaria,2012,319,7
AL Menaria,2012,322,2
AL Menaria,2012,328,7
AL Menaria,2012,334,11
AL Menaria,2012,349,1
AL Menaria,2012,354,8
AL Menaria,2012,358,8
AL Menaria,2012,361,3
AL Menaria,2012,373,6
AL Menaria,2012,377,5
AL Menaria,2013,385,1
AM Nayar,2008,63,6
AM Nayar,2008,67,8
AM Nayar,2008,69,2
AM Nayar,2008,72,7
AM Nayar,2008,82,2
AM Nayar,2008,86,4
AM Nayar,2008,102,9
AM Nayar,2008,106,6
AM Nayar,2008,109,2
AM Nayar,2008,113,6
AM Nayar,2009,118,5
AM Nayar,2009,128,3
AM Nayar,2009,132,2
AM Nayar,2009,135,7
AM Nayar,2009,138,6
AM Nayar,2009,143,6
AM Nayar,2009,147,2
AM Nayar,2009,150,11
AM Nayar,2009,160,6
AM Nayar,2009,162,10
AM Nayar,2009,170,2
AM Nayar,2010,226,3
AM Nayar,2010,231,8
AM Nayar,2010,234,10
AM Nayar,2011,239,5
AM Nayar,2011,243,1
AM Nayar,2011,249,4
AM Nayar,2011,256,1
AM Nayar,2011,259,5
AM Nayar,2011,270,2
AM Nayar,2011,273,3
AM Nayar,2011,280,2
AM Nayar,2011,300,3
AM Nayar,2012,311,3
AM Nayar,2012,315,10
AM Nayar,2012,350,2
AM Nayar,2012,354,5
AM Nayar,2013,384,5
AM Nayar,2013,387,10
AM Nayar,2013,395,4
AM Nayar,2013,399,1
AM Nayar,2013,402,1
AM Nayar,2013,409,1
AM Nayar,2013,422,2
AM Nayar,2013,426,2
AM Nayar,2013,439,6
AM Nayar,2014,461,1
AM Nayar,2014,464,6
AM Nayar,2014,467,2
AM Nayar,2014,471,6
AM Rahane,2008,72,2
AM Rahane,2008,75,2
AM Rahane,2009,138,3
AM Rahane,2009,143,1
AM Rahane,2009,150,4
AM Rahane,2009,153,19
AM Rahane,2009,157,3
AM Rahane,2009,160,2
AM Rahane,2009,170,15
AM Rahane,2011,241,6
AM Rahane,2011,251,4
AM Rahane,2011,271,5
AM Rahane,2011,276,3
AM Rahane,2011,285,12
AM Rahane,2011,288,4
AM Rahane,2011,294,3
AM Rahane,2012,311,20
AM Rahane,2012,314,1
AM Rahane,2012,319,12
AM Rahane,2012,322,6
AM Rahane,2012,326,19
AM Rahane,2012,328,12
AM Rahane,2012,334,4
AM Rahane,2012,338,8
AM Rahane,2012,345,18
AM Rahane,2012,349,9
AM Rahane,2012,354,2
AM Rahane,2012,358,1
AM Rahane,2012,361,8
AM Rahane,2012,365,20
AM Rahane,2012,373,2
AM Rahane,2012,377,6
AM Rahane,2013,385,11
AM Rahane,2013,389,13
AM Rahane,2013,393,12
AM Rahane,2013,398,15
AM Rahane,2013,403,19
AM Rahane,2013,407,5
AM Rahane,2013,410,8
AM Rahane,2013,416,3
AM Rahane,2013,420,2
AM Rahane,2013,427,4
AM Rahane,2013,431,14
AM Rahane,2013,433,16
AM Rahane,2013,436,18
AM Rahane,2013,442,4
AM Rahane,2013,447,4
AM Rahane,2013,449,8
AM Rahane,2013,455,8
AM Rahane,2013,456,6
AM Rahane,2014,461,15
AM Rahane,2014,464,3
AM Rahane,2014,467,5
AM Rahane,2014,471,5
AM Rahane,2014,476,20
AM Rahane,2014,480,3
AM Rahane,2014,482,6
AM Rahane,2014,487,1
AM Rahane,2014,492,8
AM Rahane,2014,494,3
AM Rahane,2014,498,17
AM Rahane,2014,509,9
AM Rahane,2015,520,2
AM Rahane,2015,523,15
AM Rahane,2015,526,14
AM Rahane,2015,529,19
AM Rahane,2015,533,17
AM Rahane,2015,536,18
AM Rahane,2015,540,3
AM Rahane,2015,549,4
AM Rahane,2015,553,19
AM Rahane,2015,558,1
AM Rahane,2015,563,5
AM Rahane,2015,570,6
AM Rahane,2015,574,13
AM Rahane,2016,577,14
AM Rahane,2016,582,4
AM Rahane,2016,586,3
AM Rahane,2016,592,15
AM Rahane,2016,596,18
AM Rahane,2016,598,1
AM Rahane,2016,601,14
AM Rahane,2016,605,2
AM Rahane,2016,609,20
AM Rahane,2016,611,19
AM Rahane,2016,616,1
AM Rahane,2016,621,3
AM Rahane,2016,625,11
AM Rahane,2016,629,5
AM Rahane,2017,2,11
AM Rahane,2017,4,7
AM Rahane,2017,9,3
AM Rahane,2017,13,1
AM Rahane,2017,17,7
AM Rahane,2017,25,3
AM Rahane,2017,28,10
AM Rahane,2017,29,14
AM Rahane,2017,33,4
AM Rahane,2017,38,1
AM Rahane,2017,40,2
AM Rahane,2017,43,7
AM Rahane,2017,51,1
AM Rahane,2017,54,11
AM Rahane,2017,56,13
AM Rahane,2017,59,12
AN Ahmed,2010,211,3
AN Ahmed,2011,306,4
AN Ahmed,2014,499,1
AN Ahmed,2015,522,1
AN Ahmed,2015,525,2
AN Ahmed,2015,534,1
AN Ghosh,2009,132,1
AN Ghosh,2009,156,3
AP Dole,2010,210,2
AP Dole,2010,219,6
AP Majumdar,2012,358,6
AP Majumdar,2012,362,11
AP Majumdar,2012,365,3
AP Majumdar,2012,375,7
AP Tare,2010,176,4
AP Tare,2010,183,3
AP Tare,2010,188,4
AP Tare,2010,230,1
AP Tare,2013,447,13
AP Tare,2013,450,4
AP Tare,2013,454,2
AP Tare,2013,456,9
AP Tare,2013,457,1
AP Tare,2014,458,8
AP Tare,2014,462,7
AP Tare,2014,470,5
AP Tare,2014,473,4
AP Tare,2014,477,2
AP Tare,2014,479,2
AP Tare,2014,490,2
AP Tare,2014,497,1
AP Tare,2014,508,3
AP Tare,2014,513,1
AP Tare,2014,515,1
AP Tare,2015,518,2
AP Tare,2015,524,4
AP Tare,2016,594,1
AP Tare,2016,598,5
AP Tare,2017,5,5
AP Tare,2017,9,2
AP Tare,2017,24,1
AR Bawne,2017,31,3
AR Patel,2014,460,2
AR Patel,2014,472,5
AR Patel,2014,488,2
AR Patel,2014,491,1
AR Patel,2014,502,11
AR Patel,2014,505,3
AR Patel,2014,514,2
AR Patel,2015,520,11
AR Patel,2015,528,3
AR Patel,2015,532,2
AR Patel,2015,536,3
AR Patel,2015,542,3
AR Patel,2015,544,6
AR Patel,2015,548,10
AR Patel,2015,552,1
AR Patel,2015,557,7
AR Patel,2015,564,5
AR Patel,2015,566,5
AR Patel,2015,569,10
AR Patel,2016,579,1
AR Patel,2016,583,8
AR Patel,2016,589,3
AR Patel,2016,594,7
AR Patel,2016,597,2
AR Patel,2016,604,1
AR Patel,2016,608,3
AR Patel,2016,612,2
AR Patel,2016,626,3
AR Patel,2016,629,3
AR Patel,2017,4,7
AR Patel,2017,8,3
AR Patel,2017,11,1
AR Patel,2017,15,10
AR Patel,2017,19,4
AR Patel,2017,22,2
AR Patel,2017,26,5
AR Patel,2017,32,3
AR Patel,2017,42,5
AR Patel,2017,46,1
AR Patel,2017,48,5
AR Patel,2017,50,5
AR Patel,2017,54,6
AS Rajpoot,2013,386,2
AS Rajpoot,2017,58,2
AS Raut,2009,126,3
AS Raut,2009,130,3
AS Raut,2009,140,11
AS Raut,2009,145,1
AS Raut,2009,152,2
AS Raut,2009,155,1
AS Raut,2009,165,4
AS Raut,2010,206,2
AS Raut,2010,210,1
AS Raut,2010,219,7
AS Raut,2010,223,7
AS Raut,2010,227,2
AS Raut,2011,251,4
AS Raut,2011,256,7
AS Raut,2011,285,4
AS Raut,2011,288,3
AS Yadav,2008,64,4
AS Yadav,2008,66,3
AS Yadav,2008,68,2
AS Yadav,2008,80,3
AS Yadav,2008,111,2
AS Yadav,2008,114,1
AT Rayudu,2010,176,11
AT Rayudu,2010,183,7
AT Rayudu,2010,188,2
AT Rayudu,2010,199,3
AT Rayudu,2010,201,5
AT Rayudu,2010,207,9
AT Rayudu,2010,211,1
AT Rayudu,2010,215,5
AT Rayudu,2010,219,1
AT Rayudu,2010,221,7
AT Rayudu,2010,226,7
AT Rayudu,2010,230,5
AT Rayudu,2010,231,15
AT Rayudu,2010,234,6
AT Rayudu,2011,238,6
AT Rayudu,2011,242,15
AT Rayudu,2011,247,12
AT Rayudu,2011,254,14
AT Rayudu,2011,257,10
AT Rayudu,2011,260,3
AT Rayudu,2011,267,6
AT Rayudu,2011,273,13
AT Rayudu,2011,277,9
AT Rayudu,2011,282,14
AT Rayudu,2011,287,5
AT Rayudu,2011,292,2
AT Rayudu,2011,299,3
AT Rayudu,2011,303,3
AT Rayudu,2011,305,5
AT Rayudu,2011,306,1
AT Rayudu,2012,308,9
AT Rayudu,2012,310,2
AT Rayudu,2012,316,8
AT Rayudu,2012,319,13
AT Rayudu,2012,327,5
AT Rayudu,2012,336,2
AT Rayudu,2012,340,7
AT Rayudu,2012,342,13
AT Rayudu,2012,346,5
AT Rayudu,2012,351,2
AT Rayudu,2012,355,1
AT Rayudu,2012,360,6
AT Rayudu,2012,367,17
AT Rayudu,2012,370,4
AT Rayudu,2012,379,2
AT Rayudu,2013,383,6
AT Rayudu,2013,386,4
AT Rayudu,2013,390,3
AT Rayudu,2013,403,10
AT Rayudu,2013,408,1
AT Rayudu,2013,413,3
AT Rayudu,2013,423,8
AT Rayudu,2013,430,5
AT Rayudu,2013,439,9
AT Rayudu,2013,444,2
AT Rayudu,2013,447,2
AT Rayudu,2013,450,9
AT Rayudu,2013,454,7
AT Rayudu,2013,456,4
AT Rayudu,2013,457,13
AT Rayudu,2014,458,13
AT Rayudu,2014,462,14
AT Rayudu,2014,470,2
AT Rayudu,2014,473,6
AT Rayudu,2014,477,13
AT Rayudu,2014,479,3
AT Rayudu,2014,484,5
AT Rayudu,2014,490,16
AT Rayudu,2014,493,15
AT Rayudu,2014,497,9
