player,season,match_id,no. of overs
DJ Hussey,2012,311,4
DJ Hussey,2012,315,5
DJ Hussey,2012,325,10
DJ Hussey,2012,330,5
DJ Hussey,2012,333,10
DJ Hussey,2012,336,7
DJ Hussey,2012,340,12
DJ Hussey,2012,343,3
DJ Hussey,2012,350,11
DJ Hussey,2012,354,2
DJ Hussey,2012,359,5
DJ Hussey,2012,366,13
DJ Hussey,2012,369,12
DJ Hussey,2012,371,3
DJ Hussey,2012,374,3
DJ Hussey,2013,387,4
DJ Hussey,2013,391,12
DJ Hussey,2013,398,11
DJ Hussey,2013,400,7
DJ Hussey,2013,405,9
DJ Hussey,2013,415,9
DJ Hussey,2013,421,6
DJ Hussey,2013,425,5
DJ Hussey,2013,436,2
DJ Hussey,2013,443,7
DJ Hussey,2013,448,6
DJ Hussey,2014,499,11
DJ Hussey,2014,507,13
DJ Hussey,2014,515,10
DJ Hussey,2014,516,1
DJ Jacobs,2011,238,2
DJ Jacobs,2011,242,5
DJ Jacobs,2011,247,8
DJ Jacobs,2011,260,6
DJ Jacobs,2011,267,4
DJ Jacobs,2011,273,3
DJ Jacobs,2012,327,2
DJ Muthuswami,2015,543,2
DJ Thornely,2008,63,3
DJ Thornely,2008,82,8
DJ Thornely,2008,99,2
DJ Thornely,2008,102,7
DJG Sammy,2013,414,5
DJG Sammy,2013,416,15
DJG Sammy,2013,423,1
DJG Sammy,2013,428,7
DJG Sammy,2013,435,2
DJG Sammy,2013,440,1
DJG Sammy,2013,449,6
DJG Sammy,2013,453,3
DJG Sammy,2013,455,7
DJG Sammy,2014,461,5
DJG Sammy,2014,466,4
DJG Sammy,2014,474,5
DJG Sammy,2014,477,1
DJG Sammy,2014,481,3
DJG Sammy,2014,500,6
DJG Sammy,2014,503,2
DJG Sammy,2014,507,2
DJG Sammy,2014,511,7
DJG Sammy,2015,522,4
DJG Sammy,2015,525,4
DL Chahar,2017,9,3
DL Vettori,2009,133,11
DL Vettori,2009,161,1
DL Vettori,2009,167,2
DL Vettori,2010,209,6
DL Vettori,2010,213,3
DL Vettori,2010,218,3
DL Vettori,2011,245,3
DL Vettori,2011,248,1
DL Vettori,2011,263,8
DL Vettori,2011,307,1
DL Vettori,2012,312,3
DL Vettori,2012,317,3
DL Vettori,2012,320,1
DL Vettori,2012,326,1
DL Vettori,2012,333,2
DL Vettori,2012,344,3
DM Bravo,2017,29,2
DNT Zoysa,2008,77,2
DNT Zoysa,2008,102,2
DP Nannes,2010,183,4
DP Nannes,2010,189,1
DP Vijaykumar,2008,98,1
DPMD Jayawardene,2008,65,2
DPMD Jayawardene,2008,69,4
DPMD Jayawardene,2008,73,6
DPMD Jayawardene,2008,77,9
DPMD Jayawardene,2008,81,4
DPMD Jayawardene,2008,84,8
DPMD Jayawardene,2008,91,2
DPMD Jayawardene,2008,100,5
DPMD Jayawardene,2008,106,1
DPMD Jayawardene,2008,108,5
DPMD Jayawardene,2008,112,5
DPMD Jayawardene,2008,116,4
DPMD Jayawardene,2009,120,3
DPMD Jayawardene,2009,123,6
DPMD Jayawardene,2009,127,1
DPMD Jayawardene,2009,130,3
DPMD Jayawardene,2009,135,3
DPMD Jayawardene,2009,139,6
DPMD Jayawardene,2009,142,15
DPMD Jayawardene,2009,145,3
DPMD Jayawardene,2009,149,9
DPMD Jayawardene,2009,151,9
DPMD Jayawardene,2010,177,1
DPMD Jayawardene,2010,181,5
DPMD Jayawardene,2010,186,3
DPMD Jayawardene,2010,190,4
DPMD Jayawardene,2010,193,8
DPMD Jayawardene,2010,196,7
DPMD Jayawardene,2010,201,7
DPMD Jayawardene,2010,208,19
DPMD Jayawardene,2010,212,11
DPMD Jayawardene,2010,215,5
DPMD Jayawardene,2010,218,11
DPMD Jayawardene,2010,225,18
DPMD Jayawardene,2010,228,3
DPMD Jayawardene,2011,237,7
DPMD Jayawardene,2011,244,1
DPMD Jayawardene,2011,247,13
DPMD Jayawardene,2011,252,3
DPMD Jayawardene,2011,255,7
DPMD Jayawardene,2011,261,5
DPMD Jayawardene,2011,265,3
DPMD Jayawardene,2011,269,7
DPMD Jayawardene,2011,274,3
DPMD Jayawardene,2011,278,14
DPMD Jayawardene,2011,283,2
DPMD Jayawardene,2011,290,20
DPMD Jayawardene,2011,294,2
DPMD Jayawardene,2012,318,8
DPMD Jayawardene,2012,323,2
DPMD Jayawardene,2012,327,7
DPMD Jayawardene,2012,335,3
DPMD Jayawardene,2012,339,3
DPMD Jayawardene,2012,342,14
DPMD Jayawardene,2012,345,2
DPMD Jayawardene,2012,349,1
DPMD Jayawardene,2012,357,10
DPMD Jayawardene,2012,364,4
DPMD Jayawardene,2012,369,16
DPMD Jayawardene,2012,372,5
DPMD Jayawardene,2012,374,3
DPMD Jayawardene,2012,378,13
DPMD Jayawardene,2012,380,14
DPMD Jayawardene,2013,382,18
DPMD Jayawardene,2013,385,6
DPMD Jayawardene,2013,390,2
DPMD Jayawardene,2013,394,5
DPMD Jayawardene,2013,401,12
DPMD Jayawardene,2013,404,2
DPMD Jayawardene,2013,408,16
DPMD Jayawardene,2013,412,14
DPMD Jayawardene,2013,419,5
DPMD Jayawardene,2013,424,4
DPMD Jayawardene,2013,428,3
DPMD Jayawardene,2013,433,11
DPMD Jayawardene,2013,438,4
DPMD Jayawardene,2013,443,1
DPMD Jayawardene,2013,451,4
DR Martyn,2010,184,12
DR Smith,2008,106,5
DR Smith,2008,109,6
DR Smith,2008,113,4
DR Smith,2009,128,7
DR Smith,2009,131,3
DR Smith,2009,136,9
DR Smith,2009,140,3
DR Smith,2009,144,7
DR Smith,2009,147,4
DR Smith,2009,155,11
DR Smith,2009,158,1
DR Smith,2010,210,3
DR Smith,2010,216,3
DR Smith,2010,233,3
DR Smith,2012,355,3
DR Smith,2012,360,2
DR Smith,2012,367,2
DR Smith,2012,370,1
DR Smith,2012,377,19
DR Smith,2012,379,7
DR Smith,2013,386,1
DR Smith,2013,408,4
DR Smith,2013,413,11
DR Smith,2013,417,10
DR Smith,2013,421,12
DR Smith,2013,423,12
DR Smith,2013,430,7
DR Smith,2013,434,13
DR Smith,2013,439,1
DR Smith,2013,444,4
DR Smith,2013,454,8
DR Smith,2013,456,16
DR Smith,2013,457,1
DR Smith,2014,460,16
DR Smith,2014,465,11
DR Smith,2014,467,7
DR Smith,2014,470,6
DR Smith,2014,474,15
DR Smith,2014,478,3
DR Smith,2014,483,17
DR Smith,2014,486,1
DR Smith,2014,490,15
DR Smith,2014,494,10
DR Smith,2014,499,5
DR Smith,2014,504,2
DR Smith,2014,507,6
DR Smith,2014,510,5
DR Smith,2014,515,7
DR Smith,2014,516,4
DR Smith,2015,519,9
DR Smith,2015,521,8
DR Smith,2015,527,1
DR Smith,2015,530,8
DR Smith,2015,533,10
DR Smith,2015,538,8
DR Smith,2015,542,3
DR Smith,2015,547,8
DR Smith,2015,551,6
DR Smith,2015,554,1
DR Smith,2015,559,9
DR Smith,2015,563,3
DR Smith,2015,565,7
DR Smith,2015,573,1
DR Smith,2015,575,4
DR Smith,2015,576,12
DR Smith,2016,595,6
DR Smith,2016,599,10
DR Smith,2016,601,10
DR Smith,2016,604,6
DR Smith,2016,607,4
DR Smith,2016,610,2
DR Smith,2016,614,6
DR Smith,2016,620,2
DR Smith,2016,627,1
DR Smith,2016,630,7
DR Smith,2016,633,14
DR Smith,2016,635,1
DR Smith,2017,6,8
DR Smith,2017,13,9
DR Smith,2017,16,1
DR Smith,2017,20,2
DR Smith,2017,23,2
DR Smith,2017,26,1
DR Smith,2017,38,1
DR Smith,2017,41,1
DR Smith,2017,46,12
DR Smith,2017,49,4
DR Smith,2017,52,11
DS Kulkarni,2008,69,4
DS Kulkarni,2009,147,3
DS Kulkarni,2009,150,1
DS Kulkarni,2009,160,2
DS Kulkarni,2011,287,3
DS Kulkarni,2012,379,2
DS Kulkarni,2014,467,6
DS Kulkarni,2014,487,3
DS Kulkarni,2015,540,2
DS Kulkarni,2015,574,2
DS Kulkarni,2016,585,2
DS Kulkarni,2016,604,1
DS Kulkarni,2016,620,1
DS Kulkarni,2016,633,2
DS Kulkarni,2016,635,1
DS Kulkarni,2017,6,1
DS Lehmann,2008,62,1
DS Lehmann,2008,65,7
DT Christian,2011,236,8
DT Christian,2011,240,5
DT Christian,2011,245,1
DT Christian,2011,249,4
DT Christian,2011,253,4
DT Christian,2011,260,6
DT Christian,2011,265,3
DT Christian,2011,272,1
DT Christian,2011,275,1
DT Christian,2011,279,8
DT Christian,2011,286,4
DT Christian,2011,292,9
DT Christian,2011,295,5
DT Christian,2012,313,2
DT Christian,2012,316,14
DT Christian,2012,323,8
DT Christian,2012,328,9
DT Christian,2012,346,2
DT Christian,2012,352,8
DT Christian,2012,366,3
DT Christian,2013,383,6
DT Christian,2013,396,1
DT Christian,2017,4,3
DT Christian,2017,17,1
DT Christian,2017,28,2
DT Christian,2017,29,3
DT Christian,2017,38,4
DT Christian,2017,40,4
DT Christian,2017,43,1
DT Christian,2017,51,2
DT Christian,2017,59,1
DT Patil,2008,84,1
DT Patil,2008,101,4
DW Steyn,2008,74,1
DW Steyn,2008,84,2
DW Steyn,2009,122,1
DW Steyn,2010,197,3
DW Steyn,2010,220,1
DW Steyn,2010,226,1
DW Steyn,2010,231,2
DW Steyn,2011,236,3
DW Steyn,2011,240,4
DW Steyn,2011,249,1
DW Steyn,2011,260,4
DW Steyn,2011,286,2
DW Steyn,2012,313,3
DW Steyn,2012,316,2
DW Steyn,2012,323,1
DW Steyn,2012,337,2
DW Steyn,2012,346,2
DW Steyn,2013,388,1
DW Steyn,2013,394,3
DW Steyn,2013,402,1
DW Steyn,2013,416,2
DW Steyn,2013,435,5
DW Steyn,2013,440,1
DW Steyn,2013,449,1
DW Steyn,2013,455,1
DW Steyn,2014,466,5
DW Steyn,2014,487,3
DW Steyn,2014,500,1
DW Steyn,2015,541,1
DW Steyn,2015,555,1
DW Steyn,2015,572,3
DW Steyn,2016,591,1
EJG Morgan,2010,178,2
EJG Morgan,2010,188,2
EJG Morgan,2010,192,2
EJG Morgan,2010,197,5
EJG Morgan,2011,235,2
EJG Morgan,2011,255,6
EJG Morgan,2011,258,3
EJG Morgan,2011,266,1
EJG Morgan,2011,270,5
EJG Morgan,2011,275,5
EJG Morgan,2011,278,17
EJG Morgan,2011,281,2
EJG Morgan,2011,291,2
EJG Morgan,2013,382,6
EJG Morgan,2013,389,13
EJG Morgan,2013,392,2
EJG Morgan,2013,397,6
EJG Morgan,2013,400,13
EJG Morgan,2013,406,2
EJG Morgan,2013,413,7
EJG Morgan,2013,415,8
EJG Morgan,2013,418,8
EJG Morgan,2013,424,2
EJG Morgan,2013,434,5
EJG Morgan,2013,437,5
EJG Morgan,2013,453,4
EJG Morgan,2015,529,10
EJG Morgan,2015,531,1
EJG Morgan,2015,551,10
EJG Morgan,2015,555,5
EJG Morgan,2015,558,8
EJG Morgan,2015,561,7
EJG Morgan,2015,564,2
EJG Morgan,2015,568,2
EJG Morgan,2015,572,5
EJG Morgan,2016,580,9
EJG Morgan,2016,584,15
EJG Morgan,2016,588,5
EJG Morgan,2016,594,6
EJG Morgan,2016,598,1
EJG Morgan,2016,628,5
EJG Morgan,2017,15,7
EJG Morgan,2017,19,6
EJG Morgan,2017,32,8
EJG Morgan,2017,54,2
ER Dwivedi,2016,633,3
ER Dwivedi,2016,635,1
F Behardien,2016,615,3
F Behardien,2016,626,1
F Behardien,2016,629,1
F du Plessis,2012,308,1
F du Plessis,2012,313,8
F du Plessis,2012,318,4
F du Plessis,2012,320,15
F du Plessis,2012,324,10
F du Plessis,2012,332,15
F du Plessis,2012,334,17
F du Plessis,2012,343,5
F du Plessis,2012,347,2
F du Plessis,2012,352,13
F du Plessis,2012,355,5
F du Plessis,2012,368,8
F du Plessis,2014,465,7
F du Plessis,2014,467,3
F du Plessis,2014,470,9
F du Plessis,2014,474,1
F du Plessis,2014,486,9
F du Plessis,2014,490,10
F du Plessis,2014,494,14
F du Plessis,2014,504,7
F du Plessis,2014,507,3
F du Plessis,2014,510,18
F du Plessis,2014,515,7
F du Plessis,2014,516,1
F du Plessis,2015,519,9
F du Plessis,2015,527,3
F du Plessis,2015,530,4
F du Plessis,2015,533,2
F du Plessis,2015,538,6
F du Plessis,2015,547,12
F du Plessis,2015,551,8
F du Plessis,2015,554,9
F du Plessis,2015,559,7
F du Plessis,2015,563,11
F du Plessis,2015,565,8
F du Plessis,2015,569,13
F du Plessis,2015,573,14
F du Plessis,2015,575,7
F du Plessis,2015,576,2
F du Plessis,2016,577,9
F du Plessis,2016,582,15
F du Plessis,2016,586,18
F du Plessis,2016,592,2
F du Plessis,2016,596,4
F du Plessis,2016,598,8
F du Plessis,2017,9,4
FH Edwards,2009,124,1
FH Edwards,2009,128,2
FY Fazal,2010,187,5
FY Fazal,2010,193,16
FY Fazal,2010,195,4
FY Fazal,2010,198,7
FY Fazal,2010,203,1
FY Fazal,2010,206,3
FY Fazal,2010,210,9
FY Fazal,2010,219,6
FY Fazal,2010,227,4
FY Fazal,2011,251,3
FY Fazal,2011,294,3
G Gambhir,2008,62,14
G Gambhir,2008,66,4
G Gambhir,2008,73,6
G Gambhir,2008,76,19
G Gambhir,2008,79,15
G Gambhir,2008,82,2
G Gambhir,2008,87,18
G Gambhir,2008,93,10
G Gambhir,2008,95,3
G Gambhir,2008,98,16
G Gambhir,2008,100,7
G Gambhir,2008,104,9
G Gambhir,2008,109,4
G Gambhir,2008,115,4
G Gambhir,2009,120,4
G Gambhir,2009,125,1
G Gambhir,2009,129,6
G Gambhir,2009,133,3
G Gambhir,2009,136,4
G Gambhir,2009,141,4
G Gambhir,2009,146,18
G Gambhir,2009,150,9
G Gambhir,2009,154,6
G Gambhir,2009,158,9
G Gambhir,2009,161,3
G Gambhir,2009,165,3
G Gambhir,2009,167,6
G Gambhir,2009,170,12
G Gambhir,2009,172,1
G Gambhir,2010,177,18
G Gambhir,2010,180,4
G Gambhir,2010,200,1
G Gambhir,2010,203,14
G Gambhir,2010,209,1
G Gambhir,2010,213,11
G Gambhir,2010,218,3
G Gambhir,2010,221,3
G Gambhir,2010,224,17
G Gambhir,2010,229,4
G Gambhir,2011,235,1
G Gambhir,2011,240,8
G Gambhir,2011,246,16
G Gambhir,2011,251,14
G Gambhir,2011,255,2
G Gambhir,2011,258,13
G Gambhir,2011,266,8
G Gambhir,2011,270,17
G Gambhir,2011,275,7
G Gambhir,2011,278,1
G Gambhir,2011,281,5
G Gambhir,2011,291,4
G Gambhir,2011,298,17
G Gambhir,2011,303,3
G Gambhir,2011,305,2
G Gambhir,2012,309,6
G Gambhir,2012,314,1
G Gambhir,2012,317,15
G Gambhir,2012,322,4
G Gambhir,2012,325,4
G Gambhir,2012,330,14
G Gambhir,2012,337,10
G Gambhir,2012,344,18
G Gambhir,2012,347,18
G Gambhir,2012,353,13
G Gambhir,2012,357,6
G Gambhir,2012,363,1
G Gambhir,2012,368,12
G Gambhir,2012,370,9
G Gambhir,2012,375,4
G Gambhir,2012,378,5
G Gambhir,2012,381,1
G Gambhir,2013,382,13
G Gambhir,2013,389,7
G Gambhir,2013,392,16
G Gambhir,2013,397,14
G Gambhir,2013,400,14
G Gambhir,2013,406,6
G Gambhir,2013,413,8
G Gambhir,2013,415,2
G Gambhir,2013,418,3
G Gambhir,2013,427,5
G Gambhir,2013,434,1
G Gambhir,2013,437,14
G Gambhir,2013,441,5
G Gambhir,2013,445,5
G Gambhir,2013,453,7
G Gambhir,2014,458,2
G Gambhir,2014,463,2
G Gambhir,2014,468,1
G Gambhir,2014,472,3
G Gambhir,2014,476,14
G Gambhir,2014,478,3
G Gambhir,2014,482,15
G Gambhir,2014,485,18
G Gambhir,2014,491,16
G Gambhir,2014,497,7
G Gambhir,2014,500,2
G Gambhir,2014,504,6
G Gambhir,2014,506,1
G Gambhir,2014,511,5
G Gambhir,2014,514,2
G Gambhir,2014,517,7
G Gambhir,2015,518,15
G Gambhir,2015,522,14
G Gambhir,2015,527,5
G Gambhir,2015,532,7
G Gambhir,2015,535,17
G Gambhir,2015,537,4
G Gambhir,2015,545,5
G Gambhir,2015,547,1
G Gambhir,2015,550,4
G Gambhir,2015,555,7
G Gambhir,2015,560,9
G Gambhir,2015,567,11
G Gambhir,2015,570,1
G Gambhir,2016,578,14
G Gambhir,2016,581,18
G Gambhir,2016,584,18
G Gambhir,2016,589,11
G Gambhir,2016,596,3
G Gambhir,2016,600,14
G Gambhir,2016,602,3
G Gambhir,2016,606,9
G Gambhir,2016,608,14
G Gambhir,2016,614,3
G Gambhir,2016,621,1
G Gambhir,2016,624,10
G Gambhir,2016,627,3
G Gambhir,2016,631,6
G Gambhir,2016,634,10
G Gambhir,2017,3,13
G Gambhir,2017,7,5
G Gambhir,2017,11,15
G Gambhir,2017,14,6
G Gambhir,2017,18,3
G Gambhir,2017,23,11
G Gambhir,2017,27,3
G Gambhir,2017,29,18
G Gambhir,2017,31,17
G Gambhir,2017,36,3
G Gambhir,2017,40,5
G Gambhir,2017,45,8
G Gambhir,2017,48,7
G Gambhir,2017,53,4
G Gambhir,2017,57,6
G Gambhir,2017,58,5
GB Hogg,2012,319,2
GB Hogg,2012,338,3
GB Hogg,2015,547,1
GB Hogg,2015,560,3
GC Smith,2008,68,18
GC Smith,2008,70,15
GC Smith,2008,78,2
GC Smith,2008,83,15
GC Smith,2008,86,3
GC Smith,2008,89,14
GC Smith,2008,93,9
GC Smith,2008,101,18
GC Smith,2008,105,6
GC Smith,2008,110,14
GC Smith,2008,115,5
GC Smith,2009,119,3
GC Smith,2009,126,7
GC Smith,2009,130,2
GC Smith,2009,133,16
GC Smith,2009,137,2
GC Smith,2009,140,1
GC Smith,2009,145,14
GC Smith,2009,148,6
GC Smith,2009,152,13
GC Smith,2009,155,2
GC Smith,2009,160,7
GC Smith,2009,165,2
GC Smith,2010,176,7
GC Smith,2010,180,6
GC Smith,2011,239,1
GC Smith,2011,244,7
GC Smith,2011,250,3
GC Smith,2011,277,4
GD McGrath,2008,82,1
GD McGrath,2008,115,1
GH Vihari,2013,384,4
GH Vihari,2013,388,17
GH Vihari,2013,394,8
GH Vihari,2013,397,2
GH Vihari,2013,402,2
GH Vihari,2013,405,12
GH Vihari,2013,414,2
GH Vihari,2013,416,5
GH Vihari,2013,423,10
GH Vihari,2013,428,3
GH Vihari,2013,432,1
GH Vihari,2013,435,3
GH Vihari,2013,440,2
GH Vihari,2013,444,14
GH Vihari,2013,449,10
GH Vihari,2013,453,5
GH Vihari,2013,455,2
GH Vihari,2015,541,4
GH Vihari,2015,544,3
GH Vihari,2015,551,3
GH Vihari,2015,555,4
GJ Bailey,2009,166,10
GJ Bailey,2009,169,5
GJ Bailey,2010,192,8
GJ Bailey,2014,460,4
GJ Bailey,2014,466,4
GJ Bailey,2014,472,5
GJ Bailey,2014,475,7
GJ Bailey,2014,479,4
GJ Bailey,2014,486,4
GJ Bailey,2014,488,3
GJ Bailey,2014,491,5
GJ Bailey,2014,496,6
GJ Bailey,2014,502,3
GJ Bailey,2014,505,10
GJ Bailey,2014,509,6
GJ Bailey,2014,512,1
GJ Bailey,2014,514,8
GJ Bailey,2014,516,1
GJ Bailey,2014,517,2
GJ Bailey,2015,520,6
GJ Bailey,2015,524,10
GJ Bailey,2015,528,4
GJ Bailey,2015,532,16
GJ Bailey,2015,542,2
GJ Bailey,2015,544,5
GJ Bailey,2015,548,5
GJ Bailey,2015,552,7
GJ Bailey,2015,557,3
GJ Bailey,2015,564,4
GJ Bailey,2015,566,5
GJ Bailey,2015,569,3
GJ Bailey,2016,611,1
GJ Bailey,2016,616,12
GJ Bailey,2016,621,9
GJ Bailey,2016,625,8
GJ Bailey,2016,629,3
GJ Maxwell,2012,309,4
GJ Maxwell,2012,312,2
GJ Maxwell,2013,439,2
GJ Maxwell,2013,447,4
GJ Maxwell,2013,450,1
GJ Maxwell,2014,460,12
GJ Maxwell,2014,464,12
GJ Maxwell,2014,466,11
GJ Maxwell,2014,472,4
GJ Maxwell,2014,475,2
GJ Maxwell,2014,479,9
GJ Maxwell,2014,486,13
GJ Maxwell,2014,488,4
GJ Maxwell,2014,491,6
GJ Maxwell,2014,496,7
GJ Maxwell,2014,502,3
GJ Maxwell,2014,505,2
GJ Maxwell,2014,512,2
GJ Maxwell,2014,514,2
GJ Maxwell,2014,516,2
GJ Maxwell,2014,517,1
GJ Maxwell,2015,520,2
GJ Maxwell,2015,524,2
GJ Maxwell,2015,528,1
GJ Maxwell,2015,532,9
GJ Maxwell,2015,536,4
GJ Maxwell,2015,552,4
GJ Maxwell,2015,557,2
GJ Maxwell,2015,560,7
GJ Maxwell,2015,564,2
GJ Maxwell,2015,566,3
GJ Maxwell,2015,569,5
GJ Maxwell,2016,579,2
GJ Maxwell,2016,583,1
GJ Maxwell,2016,586,4
GJ Maxwell,2016,589,3
GJ Maxwell,2016,594,1
GJ Maxwell,2016,597,14
GJ Maxwell,2016,604,1
GJ Maxwell,2016,608,13
GJ Maxwell,2016,612,4
GJ Maxwell,2016,619,1
GJ Maxwell,2017,4,8
GJ Maxwell,2017,8,7
GJ Maxwell,2017,11,6
GJ Maxwell,2017,15,1
GJ Maxwell,2017,19,3
GJ Maxwell,2017,22,6
GJ Maxwell,2017,26,6
GJ Maxwell,2017,32,2
GJ Maxwell,2017,42,3
GJ Maxwell,2017,46,4
GJ Maxwell,2017,48,8
GJ Maxwell,2017,50,6
GJ Maxwell,2017,54,1
GR Napier,2009,138,5
Gurkeerat Singh,2012,354,9
Gurkeerat Singh,2012,366,4
Gurkeerat Singh,2012,369,1
Gurkeerat Singh,2012,374,5
Gurkeerat Singh,2013,391,9
Gurkeerat Singh,2013,398,5
Gurkeerat Singh,2013,400,1
Gurkeerat Singh,2013,405,5
Gurkeerat Singh,2013,415,6
Gurkeerat Singh,2013,421,2
Gurkeerat Singh,2013,425,1
Gurkeerat Singh,2013,448,6
Gurkeerat Singh,2013,450,1
Gurkeerat Singh,2015,532,4
Gurkeerat Singh,2015,560,3
Gurkeerat Singh,2015,564,3
Gurkeerat Singh,2015,566,2
Gurkeerat Singh,2015,569,4
Gurkeerat Singh,2016,604,1
Gurkeerat Singh,2016,608,5
Gurkeerat Singh,2016,619,2
Gurkeerat Singh,2016,622,7
Gurkeerat Singh,2016,626,7
Gurkeerat Singh,2016,629,10
H Das,2008,102,2
HH Gibbs,2008,77,4
HH Gibbs,2008,80,11
HH Gibbs,2008,85,4
HH Gibbs,2008,89,6
HH Gibbs,2008,92,3
HH Gibbs,2008,98,7
HH Gibbs,2008,108,12
HH Gibbs,2008,111,2
HH Gibbs,2008,114,3
HH Gibbs,2009,121,13
HH Gibbs,2009,124,3
HH Gibbs,2009,128,15
HH Gibbs,2009,131,19
HH Gibbs,2009,136,2
HH Gibbs,2009,140,4
HH Gibbs,2009,144,1
HH Gibbs,2009,147,2
HH Gibbs,2009,151,7
HH Gibbs,2009,163,12
HH Gibbs,2009,164,10
HH Gibbs,2009,171,14
HH Gibbs,2009,172,1
HH Gibbs,2009,174,18
HH Gibbs,2010,175,7
HH Gibbs,2010,179,13
HH Gibbs,2010,186,8
HH Gibbs,2010,189,9
HH Gibbs,2010,195,5
HH Gibbs,2010,199,5
HH Gibbs,2010,204,15
HH Gibbs,2010,207,5
HH Gibbs,2010,220,3
HH Gibbs,2010,232,9
HH Gibbs,2012,363,18
HH Gibbs,2012,367,2
HH Gibbs,2012,370,6
HH Pandya,2015,534,2
HH Pandya,2015,539,1
HH Pandya,2015,556,2
HH Pandya,2015,559,3
HH Pandya,2015,562,2
HH Pandya,2015,567,9
HH Pandya,2015,573,2
HH Pandya,2015,576,1
HH Pandya,2016,577,4
HH Pandya,2016,581,6
HH Pandya,2016,585,3
HH Pandya,2016,588,2
HH Pandya,2016,590,2
HH Pandya,2016,593,1
HH Pandya,2016,597,2
HH Pandya,2016,613,6
HH Pandya,2016,630,3
HH Pandya,2017,2,5
HH Pandya,2017,7,4
HH Pandya,2017,10,2
HH Pandya,2017,12,2
HH Pandya,2017,16,1
HH Pandya,2017,22,2
HH Pandya,2017,24,8
HH Pandya,2017,28,4
HH Pandya,2017,34,3
HH Pandya,2017,37,4
HH Pandya,2017,44,5
HH Pandya,2017,47,8
HH Pandya,2017,50,5
HH Pandya,2017,53,2
HH Pandya,2017,56,4
HH Pandya,2017,59,3
HM Amla,2016,612,2
HM Amla,2016,615,6
HM Amla,2016,619,1
HM Amla,2016,622,19
HM Amla,2016,626,4
HM Amla,2016,629,8
HM Amla,2017,4,11
HM Amla,2017,8,15
HM Amla,2017,11,10
HM Amla,2017,15,5
HM Amla,2017,19,1
HM Amla,2017,22,20
HM Amla,2017,26,13
HM Amla,2017,35,7
HM Amla,2017,42,1
HM Amla,2017,46,20
HV Patel,2012,312,1
HV Patel,2012,317,3
HV Patel,2012,376,2
HV Patel,2014,481,1
HV Patel,2014,484,1
HV Patel,2014,488,2
HV Patel,2015,522,2
HV Patel,2015,525,1
HV Patel,2015,538,1
HV Patel,2015,546,1
HV Patel,2015,554,1
HV Patel,2015,575,2
Harbhajan Singh,2008,63,1
Harbhajan Singh,2008,67,4
Harbhajan Singh,2008,69,1
Harbhajan Singh,2009,118,1
Harbhajan Singh,2009,128,4
Harbhajan Singh,2009,132,2
Harbhajan Singh,2009,135,2
Harbhajan Singh,2009,138,3
Harbhajan Singh,2009,147,1
Harbhajan Singh,2009,150,3
Harbhajan Singh,2009,160,5
Harbhajan Singh,2009,162,1
Harbhajan Singh,2009,170,2
Harbhajan Singh,2010,176,2
Harbhajan Singh,2010,188,3
Harbhajan Singh,2010,199,4
Harbhajan Singh,2010,201,1
Harbhajan Singh,2010,211,7
Harbhajan Singh,2010,215,3
Harbhajan Singh,2010,234,1
Harbhajan Singh,2011,267,3
Harbhajan Singh,2011,277,2
Harbhajan Singh,2011,287,2
Harbhajan Singh,2011,292,4
Harbhajan Singh,2011,299,1
Harbhajan Singh,2011,303,8
Harbhajan Singh,2011,305,2
Harbhajan Singh,2011,306,3
Harbhajan Singh,2012,310,4
Harbhajan Singh,2012,319,2
Harbhajan Singh,2012,327,9
Harbhajan Singh,2012,336,2
Harbhajan Singh,2012,340,1
Harbhajan Singh,2012,342,5
Harbhajan Singh,2012,351,1
Harbhajan Singh,2012,355,1
Harbhajan Singh,2012,360,4
Harbhajan Singh,2012,370,2
Harbhajan Singh,2012,379,2
Harbhajan Singh,2013,383,1
Harbhajan Singh,2013,386,8
Harbhajan Singh,2013,390,1
Harbhajan Singh,2013,403,1
Harbhajan Singh,2013,413,1
Harbhajan Singh,2013,417,3
Harbhajan Singh,2013,430,4
Harbhajan Singh,2013,439,1
Harbhajan Singh,2013,447,4
Harbhajan Singh,2013,450,4
Harbhajan Singh,2013,454,2
Harbhajan Singh,2013,456,3
Harbhajan Singh,2013,457,3
Harbhajan Singh,2014,458,1
Harbhajan Singh,2014,462,3
Harbhajan Singh,2014,470,1
Harbhajan Singh,2014,473,1
Harbhajan Singh,2014,477,1
Harbhajan Singh,2014,508,3
Harbhajan Singh,2014,515,1
Harbhajan Singh,2015,524,7
Harbhajan Singh,2015,530,6
Harbhajan Singh,2015,534,1
Harbhajan Singh,2015,539,3
Harbhajan Singh,2015,541,2
Harbhajan Singh,2015,556,2
Harbhajan Singh,2015,562,2
Harbhajan Singh,2015,573,1
Harbhajan Singh,2015,576,1
Harbhajan Singh,2016,577,9
Harbhajan Singh,2016,585,3
Harbhajan Singh,2016,588,2
Harbhajan Singh,2016,593,1
Harbhajan Singh,2016,613,7
Harbhajan Singh,2016,619,3
Harbhajan Singh,2016,630,2
Harbhajan Singh,2017,7,1
Harbhajan Singh,2017,10,1
Harbhajan Singh,2017,24,2
Harbhajan Singh,2017,28,1
Harbhajan Singh,2017,34,1
Harbhajan Singh,2017,47,1
