batsman,batsman_runs
J Bairstow,46.8
DA Warner,37.62698412698413
LMP Simmons,37.206896551724135
CH Gayle,36.774193548387096
SE Marsh,36.072463768115945
HM Amla,36.0625
KL Rahul,34.706896551724135
ML Hayden,34.59375
MEK Hussey,34.08620689655172
R Parag,33.8
MN van Wyk,33.4
RR Pant,33.18518518518518
KS Williamson,32.170731707317074
V Kohli,32.15384615384615
CA Lynn,31.902439024390244
JC Buttler,31.8
AB de Villiers,31.183098591549296
SR Tendulkar,29.923076923076923
Q de Kock,29.78
N Pooran,29.5
S Dhawan,29.31645569620253
F du Plessis,29.28125
AM Rahane,29.166666666666668
E Lewis,29.0
PD Collingwood,29.0
AS Yadav,28.885714285714286
SK Raina,28.650793650793652
SPD Smith,28.430555555555557
SS Iyer,28.098360655737704
G Gambhir,27.966887417218544
KP Pietersen,27.805555555555557
SR Watson,27.8
AD Russell,27.78846153846154
DJ Harris,27.75
Salman Butt,27.571428571428573
JP Duminy,27.213333333333335
DR Smith,27.102272727272727
A Symonds,27.055555555555557
RG Sharma,27.0
N Rana,26.926829268292682
BB McCullum,26.541284403669724
R Dravid,26.51219512195122
MS Dhoni,26.33529411764706
V Sehwag,26.23076923076923
RV Uthappa,26.152941176470588
AC Gilchrist,25.8625
AC Voges,25.857142857142858
ST Jayasuriya,25.6
JH Kallis,25.54736842105263
GC Smith,25.482758620689655
SV Samson,25.397727272727273
M Vijay,25.392156862745097
A Hales,25.333333333333332
KC Sangakkara,24.808823529411764
P Shaw,24.64
HH Gibbs,24.61111111111111
DA Miller,24.350649350649352
RS Bopara,24.136363636363637
MK Pandey,24.134453781512605
BJ Rohrer,24.125
AT Rayudu,24.10144927536232
SC Ganguly,24.089285714285715
AJ Finch,23.89041095890411
RA Tripathi,23.363636363636363
KK Nair,23.333333333333332
JJ Roy,23.25
DPMD Jayawardene,23.17948717948718
MJ Lumb,23.166666666666668
TM Dilshan,23.06
OA Shah,23.0
KD Karthik,22.765432098765434
M Vohra,22.57777777777778
S Gill,22.47826086956522
SA Asnodkar,22.263157894736842
BJ Hodge,22.22222222222222
M Ali,22.214285714285715
S Badrinath,22.16923076923077
H Brar,22.0
PC Valthaty,21.956521739130434
JR Hopes,21.94736842105263
Yuvraj Singh,21.944444444444443
SM Katich,21.90909090909091
AP Majumdar,21.75
DJ Hussey,21.672131147540984
CL White,21.57777777777778
Ishan Kishan,21.545454545454547
Kamran Akmal,21.333333333333332
V Shankar,21.25925925925926
LJ Wright,21.2
YK Pathan,21.18300653594771
UT Khawaja,21.166666666666668
PA Patel,21.13235294117647
KA Pollard,21.09090909090909
GJ Maxwell,20.940298507462686
