bowler,total_overs,total_runs,avg_economy,death_over,over,wide_runs,WoPerOver,noball_runs,NoPerOver,powerplay_over,wickets
C de Grandhomme,17,136,8.0,1,17,4,0.2352941176470588,2,0.1176470588235294,2,4
CH Gayle,10,65,6.5,2,10,5,0.5,1,0.1,3,2
CH Morris,75,561,7.48,29,75,16,0.21333333333333332,1,0.013333333333333334,32,30
CJ Anderson,19,187,9.842105263157897,6,19,9,0.4736842105263158,0,0.0,1,4
CJ Jordan,29,276,9.517241379310343,10,29,16,0.5517241379310345,2,0.06896551724137931,6,14
CR Brathwaite,30,259,8.633333333333333,6,30,3,0.1,7,0.2333333333333333,3,10
CR Woakes,44,393,8.931818181818182,14,44,14,0.3181818181818182,0,0.0,12,18
D Wiese,4,49,12.25,1,4,2,0.5,1,0.25,0,0
DJ Bravo,56,502,8.964285714285714,27,56,12,0.21428571428571427,1,0.017857142857142856,2,19
DJ Hooda,17,139,8.176470588235292,0,17,3,0.17647058823529413,0,0.0,5,5
DL Chahar,12,117,9.75,0,12,5,0.4166666666666667,0,0.0,11,1
DR Smith,31,305,9.838709677419354,3,31,8,0.25806451612903225,1,0.03225806451612903,5,10
DS Kulkarni,68,538,7.911764705882352,13,68,8,0.1176470588235294,0,0.0,42,23
DT Christian,40,303,7.575,13,40,9,0.225,0,0.0,5,12
DW Steyn,2,17,8.5,0,2,1,0.5,0,0.0,2,0
GB Hogg,16,144,9.0,4,16,6,0.375,0,0.0,2,5
GJ Maxwell,28,207,7.392857142857142,3,28,3,0.10714285714285714,0,0.0,3,7
Gurkeerat Singh,4,31,7.75,0,4,2,0.5,0,0.0,0,2
HH Pandya,43,374,8.69767441860465,11,43,12,0.2790697674418605,0,0.0,5,9
HV Patel,18,190,10.555555555555557,6,18,6,0.3333333333333333,1,0.05555555555555555,5,5
Harbhajan Singh,90,671,7.455555555555557,2,90,7,0.07777777777777778,0,0.0,15,17
I Sharma,33,341,10.333333333333334,4,33,18,0.5454545454545454,2,0.060606060606060615,24,3
IK Pathan,10,87,8.7,2,10,0,0.0,0,0.0,2,2
Imran Tahir,63,511,8.11111111111111,15,63,5,0.07936507936507936,1,0.015873015873015872,4,24
Iqbal Abdulla,30,271,9.033333333333333,4,30,9,0.3,0,0.0,7,9
J Suchith,2,31,15.5,0,2,2,1.0,0,0.0,0,0
J Yadav,23,168,7.304347826086956,1,23,2,0.08695652173913042,1,0.043478260869565216,12,2
JA Morkel,5,66,13.2,1,5,5,1.0,0,0.0,4,3
JD Unadkat,49,379,7.7346938775510194,20,49,5,0.1020408163265306,0,0.0,24,27
JJ Bumrah,113,868,7.68141592920354,51,113,9,0.07964601769911504,13,0.11504424778761063,35,41
JO Holder,13,105,8.076923076923077,4,13,4,0.3076923076923077,1,0.07692307692307693,2,3
JP Duminy,7,55,7.857142857142858,0,7,1,0.14285714285714285,0,0.0,0,2
JP Faulkner,45,447,9.933333333333334,15,45,6,0.13333333333333333,2,0.04444444444444445,8,13
JW Hastings,7,37,5.285714285714286,2,7,2,0.2857142857142857,0,0.0,4,2
K Rabada,22,198,9.0,8,22,12,0.5454545454545454,2,0.09090909090909093,12,8
KA Pollard,8,112,14.0,3,8,2,0.25,0,0.0,0,0
KC Cariappa,32,287,8.96875,3,32,5,0.15625,2,0.0625,4,7
KH Pandya,72,518,7.1944444444444455,6,72,16,0.2222222222222222,1,0.013888888888888888,8,17
KJ Abbott,16,182,11.375,4,16,6,0.375,1,0.0625,7,2
KS Williamson,1,7,7.0,0,1,0,0.0,0,0.0,1,0
KV Sharma,48,391,8.145833333333334,2,48,7,0.14583333333333334,0,0.0,9,14
KW Richardson,14,138,9.857142857142858,4,14,6,0.42857142857142855,0,0.0,8,8
Kuldeep Yadav,53,447,8.433962264150944,12,53,11,0.2075471698113208,0,0.0,5,19
LH Ferguson,13,96,7.384615384615384,2,13,9,0.6923076923076923,0,0.0,5,5
M Ashwin,29,245,8.448275862068966,9,29,7,0.2413793103448276,0,0.0,2,7
M Morkel,36,299,8.305555555555555,7,36,5,0.1388888888888889,2,0.05555555555555555,22,10
M Vijay,1,8,8.0,0,1,1,1.0,0,0.0,1,0
MC Henriques,77,666,8.64935064935065,5,77,13,0.16883116883116886,1,0.012987012987012988,4,16
MG Johnson,31,255,8.225806451612902,6,31,8,0.25806451612903225,1,0.03225806451612903,16,12
MJ Henry,5,71,14.2,2,5,1,0.2,0,0.0,3,2
MJ McClenaghan,108,961,8.898148148148149,38,108,27,0.25,6,0.05555555555555555,50,38
MM Patel,7,58,8.285714285714286,0,7,0,0.0,0,0.0,1,1
MM Sharma,97,822,8.47422680412371,39,97,15,0.15463917525773194,2,0.020618556701030927,33,29
MN Samuels,3,34,11.333333333333336,0,3,0,0.0,0,0.0,0,0
MP Stoinis,34,314,9.235294117647056,6,34,9,0.2647058823529412,0,0.0,8,11
MR Marsh,9,45,5.0,1,9,1,0.1111111111111111,0,0.0,4,4
MS Gony,2,32,16.0,0,2,3,1.5,0,0.0,1,0
Mohammad Nabi,11,59,5.363636363636363,0,11,0,0.0,0,0.0,6,2
Mohammed Shami,52,500,9.615384615384617,14,52,21,0.40384615384615385,1,0.019230769230769232,22,16
Mohammed Siraj,23,214,9.304347826086957,6,23,3,0.13043478260869565,0,0.0,10,10
Mustafizur Rahman,64,461,7.203125,28,64,11,0.171875,0,0.0,17,19
N Rana,1,3,3.0,0,1,0,0.0,0,0.0,0,0
NB Singh,4,18,4.5,0,4,1,0.25,0,0.0,4,1
NLTC Perera,34,326,9.588235294117649,13,34,3,0.08823529411764706,0,0.0,13,10
NM Coulter-Nile,44,352,8.0,12,44,6,0.13636363636363635,5,0.11363636363636365,18,20
P Kumar,70,562,8.028571428571428,19,70,29,0.4142857142857143,0,0.0,50,16
P Negi,42,286,6.809523809523809,6,42,7,0.16666666666666666,0,0.0,4,19
P Sahu,18,152,8.444444444444445,3,18,2,0.1111111111111111,0,0.0,1,3
PJ Cummins,47,393,8.361702127659575,16,47,11,0.23404255319148934,1,0.02127659574468085,13,16
PJ Sangwan,22,232,10.545454545454543,4,22,3,0.13636363636363635,0,0.0,15,6
PP Chawla,57,452,7.929824561403507,9,57,9,0.15789473684210525,1,0.017543859649122806,7,18
PV Tambe,16,143,8.9375,1,16,1,0.0625,0,0.0,3,5
Parvez Rasool,14,130,9.285714285714286,0,14,0,0.0,0,0.0,7,1
R Ashwin,44,321,7.295454545454546,9,44,20,0.4545454545454545,0,0.0,8,11
R Bhatia,41,304,7.414634146341463,2,41,5,0.12195121951219512,1,0.024390243902439025,0,8
R Dhawan,7,56,8.0,1,7,3,0.42857142857142855,0,0.0,0,2
R Sathish,6,59,9.833333333333334,1,6,2,0.3333333333333333,0,0.0,0,2
R Tewatia,9,51,5.666666666666668,0,9,1,0.1111111111111111,0,0.0,1,3
R Vinay Kumar,12,96,8.0,1,12,6,0.5,0,0.0,4,6
RA Jadeja,79,672,8.50632911392405,10,79,6,0.0759493670886076,1,0.012658227848101266,3,14
RA Tripathi,1,12,12.0,0,1,0,0.0,0,0.0,0,0
RD Chahar,7,59,8.428571428571429,1,7,4,0.5714285714285714,0,0.0,0,2
RP Singh,13,114,8.76923076923077,4,13,3,0.2307692307692308,1,0.07692307692307693,9,3
Rashid Khan,54,368,6.814814814814816,5,54,6,0.1111111111111111,0,0.0,9,18
S Aravind,61,500,8.196721311475411,15,61,17,0.2786885245901639,1,0.016393442622950817,33,16
S Badree,25,191,7.64,1,25,2,0.08,0,0.0,13,9
S Gopal,3,19,6.333333333333332,0,3,0,0.0,0,0.0,0,0
S Kaul,36,303,8.416666666666666,12,36,6,0.16666666666666666,1,0.027777777777777776,11,16
S Kaushik,34,304,8.941176470588236,4,34,5,0.14705882352941174,1,0.029411764705882356,3,6
S Ladda,2,21,10.5,0,2,0,0.0,0,0.0,1,0
S Nadeem,33,246,7.454545454545454,2,33,4,0.12121212121212123,0,0.0,14,9
SB Jakati,25,233,9.32,2,25,8,0.32,1,0.04,4,2
SK Raina,22,186,8.454545454545455,0,22,1,0.045454545454545456,0,0.0,10,1
SL Malinga,45,388,8.622222222222222,12,45,20,0.4444444444444444,2,0.04444444444444445,19,11
SM Boland,7,56,8.0,3,7,1,0.14285714285714285,0,0.0,3,3
SN Thakur,39,319,8.179487179487179,7,39,14,0.35897435897435903,0,0.0,15,13
SP Narine,102,722,7.078431372549018,20,102,28,0.27450980392156865,0,0.0,29,25
SR Watson,84,736,8.761904761904763,32,84,25,0.2976190476190476,1,0.011904761904761904,23,28
SS Agarwal,4,42,10.5,0,4,0,0.0,0,0.0,1,1
STR Binny,23,184,8.0,0,23,3,0.13043478260869565,0,0.0,14,5
Sachin Baby,2,8,4.0,1,2,0,0.0,0,0.0,0,3
Sandeep Sharma,98,776,7.918367346938775,28,98,20,0.20408163265306126,1,0.010204081632653059,58,36
Shakib Al Hasan,34,281,8.264705882352942,5,34,4,0.1176470588235294,0,0.0,13,5
Swapnil Singh,10,90,9.0,0,10,1,0.1,0,0.0,0,1
T Natarajan,13,116,8.923076923076922,2,13,6,0.4615384615384616,0,0.0,4,2
T Shamsi,16,151,9.4375,3,16,0,0.0,0,0.0,0,3
TA Boult,28,261,9.321428571428571,14,28,7,0.25,0,0.0,13,6
TG Southee,53,430,8.113207547169809,8,53,15,0.2830188679245283,1,0.018867924528301886,32,12
TM Head,9,81,9.0,3,9,0,0.0,0,0.0,0,3
TS Mills,18,157,8.722222222222221,7,18,9,0.5,0,0.0,7,5
Tejas Baroka,4,33,8.25,1,4,0,0.0,0,0.0,1,0
UT Yadav,75,678,9.04,17,75,21,0.28,2,0.02666666666666667,34,30
V Kohli,1,13,13.0,0,1,0,0.0,2,2.0,0,0
VR Aaron,44,399,9.068181818181818,8,44,19,0.4318181818181818,3,0.06818181818181818,12,9
Washington Sundar,30,189,6.3,1,30,2,0.06666666666666668,0,0.0,18,9
YK Pathan,10,74,7.4,0,10,2,0.2,0,0.0,5,2
YS Chahal,94,760,8.085106382978722,12,94,26,0.2765957446808511,3,0.031914893617021274,20,36
Yuvraj Singh,9,75,8.333333333333334,1,9,1,0.1111111111111111,0,0.0,0,2
Z Khan,86,664,7.72093023255814,16,86,18,0.20930232558139536,0,0.0,52,24
