bowler,total_overs,total_runs,avg_economy,death_over,over,wide_runs,WoPerOver,noball_runs,NoPerOver,powerplay_over,wickets
S Midhun,2,32,16.0,0,2,1,0.5,0,0.0,0,0.0
S Nadeem,211,1589,7.530805687203793,20,211,25,0.11848341232227487,1,0.0047393364928909965,45,8.0
S Narwal,18,203,11.277777777777779,3,18,7,0.3888888888888889,0,0.0,11,
S Rana,3,18,6.0,1,3,0,0.0,0,0.0,0,
S Randiv,29,223,7.689655172413793,3,29,6,0.20689655172413796,0,0.0,2,
S Rutherford,7,66,9.428571428571429,1,7,5,0.7142857142857143,0,0.0,0,1.0
S Sharma,43,367,8.534883720930234,13,43,9,0.20930232558139536,0,0.0,13,13.0
S Sreesanth,148,1221,8.25,24,148,55,0.3716216216216216,27,0.18243243243243246,95,
S Sriram,3,49,16.333333333333332,0,3,0,0.0,0,0.0,0,
S Tyagi,35,304,8.685714285714285,2,35,8,0.22857142857142854,3,0.08571428571428573,28,
S Vidyut,2,22,11.0,0,2,1,0.5,0,0.0,0,
S Warrier,12,88,7.333333333333332,0,12,0,0.0,1,0.08333333333333333,9,2.0
SA Abbott,5,57,11.4,0,5,2,0.4,0,0.0,3,
SA Yadav,1,8,8.0,0,1,0,0.0,0,0.0,1,
SB Bangar,25,221,8.84,4,25,7,0.28,0,0.0,3,
SB Jakati,182,1474,8.098901098901099,23,182,27,0.14835164835164835,2,0.01098901098901099,16,
SB Joshi,10,82,8.2,2,10,0,0.0,0,0.0,0,
SB Styris,36,278,7.722222222222222,11,36,6,0.16666666666666666,0,0.0,7,
SB Wagh,17,147,8.647058823529411,2,17,6,0.35294117647058826,0,0.0,15,
SC Ganguly,46,370,8.043478260869565,2,46,3,0.06521739130434782,1,0.021739130434782608,3,
SD Chitnis,6,62,10.333333333333334,1,6,6,1.0,0,0.0,1,
SE Bond,31,225,7.258064516129032,9,31,6,0.1935483870967742,0,0.0,15,
SJ Srivastava,47,444,9.446808510638302,9,47,31,0.6595744680851063,1,0.02127659574468085,22,
SK Raina,155,1139,7.348387096774193,24,155,22,0.14193548387096774,0,0.0,11,0.0
SK Trivedi,252,1944,7.7142857142857135,52,252,55,0.21825396825396826,9,0.03571428571428571,21,
SK Warne,199,1465,7.3618090452261296,36,199,39,0.19597989949748745,0,0.0,6,
SL Malinga,478,3511,7.345188284518827,193,478,152,0.3179916317991632,20,0.04184100418410042,185,18.0
SM Boland,7,56,8.0,3,7,1,0.14285714285714285,0,0.0,3,
SM Harwood,10,74,7.4,4,10,12,1.2,0,0.0,3,
SM Pollock,46,307,6.673913043478262,1,46,4,0.08695652173913042,0,0.0,34,
SMSM Senanayake,32,211,6.59375,4,32,3,0.09375,0,0.0,21,
SN Khan,1,6,6.0,1,1,0,0.0,0,0.0,0,0.0
SN Thakur,119,1107,9.302521008403364,38,119,41,0.3445378151260504,0,0.0,48,26.0
SP Narine,429,2939,6.8508158508158505,134,429,57,0.13286713286713284,2,0.004662004662004662,116,28.0
SPD Smith,1,5,5.0,1,1,0,0.0,0,0.0,0,
SR Tendulkar,6,59,9.833333333333334,1,6,1,0.16666666666666666,0,0.0,0,
SR Watson,341,2751,8.067448680351907,99,341,98,0.2873900293255132,13,0.03812316715542522,139,7.0
SS Agarwal,4,42,10.5,0,4,0,0.0,0,0.0,1,
SS Mundhe,1,6,6.0,0,1,1,1.0,0,0.0,1,
SS Sarkar,5,34,6.8,3,5,0,0.0,0,0.0,1,
ST Jayasuriya,49,396,8.081632653061224,10,49,15,0.30612244897959184,0,0.0,1,
STR Binny,99,767,7.7474747474747465,10,99,16,0.16161616161616166,1,0.010101010101010102,26,1.0
SW Tait,81,668,8.246913580246913,27,81,69,0.8518518518518519,14,0.1728395061728395,38,
Sachin Baby,2,8,4.0,1,2,0,0.0,0,0.0,0,
Sandeep Sharma,249,1967,7.899598393574298,49,249,50,0.2008032128514056,7,0.028112449799196783,157,14.0
Shahid Afridi,30,237,7.9,6,30,4,0.13333333333333333,1,0.03333333333333333,4,
Shakib Al Hasan,224,1685,7.522321428571429,35,224,35,0.15625,0,0.0,64,18.0
Shivam Sharma,19,165,8.684210526315791,4,19,0,0.0,0,0.0,0,
Shoaib Ahmed,17,154,9.058823529411764,3,17,1,0.05882352941176471,0,0.0,3,
Shoaib Akhtar,7,54,7.7142857142857135,0,7,4,0.5714285714285714,0,0.0,7,
Shoaib Malik,9,87,9.666666666666666,3,9,7,0.7777777777777778,1,0.1111111111111111,0,
Sohail Tanvir,42,275,6.547619047619048,18,42,19,0.4523809523809524,1,0.023809523809523808,22,
Sunny Gupta,3,47,15.666666666666664,0,3,2,0.6666666666666666,0,0.0,1,
Swapnil Singh,10,90,9.0,0,10,1,0.1,0,0.0,0,
T Curran,11,121,11.0,4,11,1,0.09090909090909093,2,0.18181818181818185,2,6.0
T Henderson,6,41,6.833333333333332,3,6,0,0.0,0,0.0,0,
T Natarajan,13,116,8.923076923076922,2,13,6,0.4615384615384616,0,0.0,4,
T Shamsi,16,151,9.4375,3,16,0,0.0,0,0.0,0,
T Thushara,23,164,7.130434782608695,8,23,7,0.3043478260869565,2,0.08695652173913042,10,
TA Boult,128,1168,9.125,47,128,39,0.3046875,1,0.0078125,66,25.0
TG Southee,148,1340,9.054054054054054,40,148,45,0.3040540540540541,3,0.020270270270270268,82,9.0
TL Suman,25,198,7.92,4,25,0,0.0,2,0.08,1,
TM Dilshan,46,368,8.0,5,46,5,0.10869565217391304,0,0.0,7,
TM Head,9,81,9.0,3,9,0,0.0,0,0.0,0,
TP Sudhindra,12,137,11.416666666666664,4,12,3,0.25,1,0.08333333333333333,4,
TS Mills,18,157,8.722222222222221,7,18,9,0.5,0,0.0,7,
Tejas Baroka,4,33,8.25,1,4,0,0.0,0,0.0,1,
UT Yadav,416,3640,8.75,117,416,110,0.2644230769230769,19,0.04567307692307692,176,29.0
Umar Gul,23,198,8.608695652173912,8,23,12,0.5217391304347826,6,0.2608695652173913,6,
V Chakravarthy,3,35,11.666666666666664,0,3,0,0.0,0,0.0,1,1.0
V Kohli,43,371,8.627906976744184,5,43,8,0.18604651162790695,6,0.13953488372093026,0,
V Pratap Singh,34,300,8.823529411764708,7,34,7,0.2058823529411765,0,0.0,16,
V Sehwag,23,236,10.26086956521739,4,23,1,0.043478260869565216,1,0.043478260869565216,2,
V Shankar,14,154,11.0,3,14,6,0.42857142857142855,1,0.07142857142857142,0,2.0
VR Aaron,155,1392,8.980645161290322,35,155,64,0.4129032258064516,6,0.03870967741935484,55,4.0
VRV Singh,60,549,9.15,18,60,7,0.11666666666666667,4,0.06666666666666668,13,
VS Malik,35,268,7.6571428571428575,2,35,5,0.14285714285714285,2,0.057142857142857134,21,
VS Yeligati,5,61,12.2,1,5,6,1.2,0,0.0,1,
VY Mahesh,58,511,8.810344827586208,12,58,14,0.2413793103448276,7,0.1206896551724138,13,
WA Mota,12,98,8.166666666666666,4,12,2,0.16666666666666666,1,0.08333333333333333,0,
WD Parnell,97,731,7.536082474226804,36,97,45,0.4639175257731959,5,0.05154639175257732,45,
WPUJC Vaas,48,364,7.583333333333332,8,48,8,0.16666666666666666,2,0.04166666666666666,33,
Washington Sundar,59,467,7.915254237288137,3,59,8,0.13559322033898305,0,0.0,25,8.0
Y Gnaneswara Rao,1,7,7.0,0,1,0,0.0,0,0.0,0,
Y Nagar,11,125,11.363636363636365,0,11,4,0.3636363636363637,4,0.3636363636363637,1,
Y Venugopal Rao,36,338,9.388888888888891,4,36,8,0.2222222222222222,0,0.0,7,
YA Abdulla,35,311,8.885714285714286,10,35,12,0.3428571428571429,1,0.028571428571428567,14,
YK Pathan,193,1443,7.476683937823834,15,193,43,0.22279792746113988,0,0.0,59,1.0
YS Chahal,301,2416,8.0265780730897,40,301,60,0.19933554817275748,6,0.019933554817275743,54,30.0
Yuvraj Singh,146,1092,7.479452054794519,20,146,12,0.0821917808219178,1,0.00684931506849315,0,0.0
Z Khan,371,2860,7.708894878706199,103,371,89,0.2398921832884097,2,0.005390835579514825,217,
